protocol,n_fit_queries,n_eval_queries,beta_mode,focus_strength,budget,dest,dcc_mean_rel_err,shared_mean_rel_err,delta_shared_minus_dcc
heldout,48,48,none,4.0,128,1,0.5910150408744812,0.6704716086387634,0.07945656776428223
heldout,48,48,none,4.0,128,2,0.5083826184272766,0.6432783007621765,0.1348956823348999
heldout,48,48,none,4.0,128,3,0.6461917757987976,0.6932525038719177,0.04706072807312012
heldout,48,48,none,8.0,16,0,1.100775122642517,1.4589306116104126,0.3581554889678955
heldout,48,48,none,8.0,16,1,0.6148208975791931,1.1666998863220215,0.5518789887428284
heldout,48,48,none,8.0,16,2,0.5347917675971985,0.9134646058082581,0.37867283821105957
heldout,48,48,none,8.0,16,3,1.3579473495483398,1.186463475227356,-0.1714838743209839
heldout,48,48,none,8.0,32,0,0.6242024898529053,1.1145910024642944,0.49038851261138916
heldout,48,48,none,8.0,32,1,0.7101169228553772,1.347009301185608,0.6368923783302307
heldout,48,48,none,8.0,32,2,0.35748329758644104,1.059363842010498,0.701880544424057
heldout,48,48,none,8.0,32,3,0.6890855431556702,1.276877999305725,0.5877924561500549
heldout,48,48,none,8.0,64,0,0.4490884840488434,0.6714708209037781,0.2223823368549347
heldout,48,48,none,8.0,64,1,0.5018630623817444,0.7194789052009583,0.21761584281921387
heldout,48,48,none,8.0,64,2,0.2658713459968567,0.7856395840644836,0.519768238067627
heldout,48,48,none,8.0,64,3,0.4936802387237549,0.7826783061027527,0.2889980673789978
heldout,48,48,none,8.0,128,0,0.32310500741004944,0.5447717905044556,0.22166678309440613
heldout,48,48,none,8.0,128,1,0.33435821533203125,0.5209839940071106,0.18662577867507935
heldout,48,48,none,8.0,128,2,0.22657883167266846,0.6911675333976746,0.4645887017250061
heldout,48,48,none,8.0,128,3,0.4217882454395294,0.616378128528595,0.19458988308906555
heldout,48,48,none,16.0,16,0,0.09280448406934738,0.3878166675567627,0.2950121834874153
heldout,48,48,none,16.0,16,1,0.16420970857143402,0.600569486618042,0.43635977804660797
heldout,48,48,none,16.0,16,2,0.06442344188690186,0.999570369720459,0.9351469278335571
heldout,48,48,none,16.0,16,3,0.18764638900756836,0.4074854850769043,0.21983909606933594
heldout,48,48,none,16.0,32,0,0.06717459112405777,0.2901650667190552,0.2229904755949974
heldout,48,48,none,16.0,32,1,0.08283243328332901,0.30773553252220154,0.22490309923887253
heldout,48,48,none,16.0,32,2,0.04169395938515663,0.7354937195777893,0.6937997601926327
heldout,48,48,none,16.0,32,3,0.12089169770479202,0.3374614417552948,0.21656974405050278
heldout,48,48,none,16.0,64,0,0.07175009697675705,0.19513992965221405,0.123389832675457
heldout,48,48,none,16.0,64,1,0.07652467489242554,0.221144437789917,0.14461976289749146
heldout,48,48,none,16.0,64,2,0.04796069860458374,0.6931056380271912,0.6451449394226074
heldout,48,48,none,16.0,64,3,0.11084010452032089,0.2168121188879013,0.10597201436758041
heldout,48,48,none,16.0,128,0,0.08966466784477234,0.18983949720859528,0.10017482936382294
heldout,48,48,none,16.0,128,1,0.10279618948698044,0.21903377771377563,0.1162375882267952
heldout,48,48,none,16.0,128,2,0.06836488842964172,0.7030938267707825,0.6347289383411407
heldout,48,48,none,16.0,128,3,0.11929748207330704,0.2352745532989502,0.11597707122564316
