focus_strength,budget,nominal_compression_ratio,M,value_regression_underdetermined,eps_out_full_median,eps_out_full_ci_lower,eps_out_full_ci_upper,eps_mass_full_median,eps_out_no_beta_median,eps_out_no_beta_ci_lower,eps_out_no_beta_ci_upper,eps_mass_no_beta_median,eps_out_no_value_median,eps_out_no_value_ci_lower,eps_out_no_value_ci_upper,eps_mass_no_value_median,eps_out_no_both_median,eps_out_no_both_ci_lower,eps_out_no_both_ci_upper,eps_mass_no_both_median,beta_contribution,value_regression_contribution
8.0,16,0.125,16,False,0.6187088489532471,0.46930421367287634,0.8241155743598938,0.5296325087547302,0.11127526313066483,0.09188506752252579,0.13931197430938483,0.31034277379512787,1.0712453126907349,0.9875245094299316,1.3391191959381104,0.5296325087547302,0.43459610641002655,0.4021044485270977,0.6218887567520142,0.31034277379512787,-0.5074335858225822,0.4525364637374878
8.0,64,0.5,16,True,0.9006041884422302,0.8675261735916138,0.935806930065155,0.36047545075416565,0.1982174590229988,0.17798274755477905,0.2244945466518402,0.07618551328778267,1.417151391506195,1.3512978553771973,1.5006662011146545,0.36047545075416565,0.1048256941139698,0.08995023369789124,0.12016664631664752,0.07618551328778267,-0.7023867294192314,0.5165472030639648
