preset,seed,dest,budget,M,L_s,rel_out_err_median,rel_out_err_mean,signed_mass_median,abs_signed_mass_median,js_median,mixture_rel_err_median,abs_mass_common_median,beta_mean,beta_min,beta_max,clamp_hits,mass_target_mean,mass_target_std,needed_compensation_median,needed_compensation_spread,solver_residual,rank_upper_bound,beta_ideal_mass_preserving
am_logfit,43,0,8,16,256,0.6678900122642517,0.6990628838539124,-0.7473205327987671,0.7427091598510742,0.43240535259246826,0.5592829585075378,0.21233943104743958,0.3361160457134247,-4.846992015838623,2.7970352172851562,0,1.9708975553512573,0.6761950850486755,3.5925028324127197,3.07473986629548,0.03509807586669922,8,3.4657359027997265
am_scalar,43,0,8,16,256,0.6698564887046814,0.688838005065918,-0.7249634861946106,0.7241902947425842,0.36967387795448303,0.555941104888916,0.2060336470603943,1.3297332525253296,1.3297332525253296,1.3297332525253296,0,1.9708975553512573,0.6761950850486755,3.5925028324127197,3.07473986629548,0.15756389498710632,8,3.4657359027997265
am_nobeta,43,0,8,16,256,0.6698564291000366,0.688838005065918,-0.7249634861946106,0.7241902947425842,0.36967381834983826,0.7680749893188477,0.736506998538971,0.0,0.0,0.0,0,1.9708975553512573,0.6761950850486755,3.5925028324127197,3.07473986629548,1.7448824644088745,8,3.4657359027997265
legacy,43,0,16,16,256,1.334458589553833,1.3741793632507324,-0.807506799697876,0.7949404120445251,0.3370360732078552,1.5402379035949707,2.3385579586029053,1.5542128086090088,1.0399638414382935,3.4317474365234375,0,1.0,8.56870769894158e-08,0.0018852223875001073,5.163387966712709,1961128832.0,16,2.772588722239781
legacy_fixed_solver,43,0,16,16,256,1.5735646486282349,1.5705450773239136,-0.6530177593231201,0.651444673538208,0.3857782483100891,1.4678330421447754,0.999326765537262,-7.56341552734375,-13.815510749816895,-4.844274997711182,3,1.0,8.56870769894158e-08,0.0018852223875001073,5.163387966712709,0.5653295516967773,16,2.772588722239781
shift,43,0,16,16,256,0.7235376834869385,0.7499570846557617,-0.6264517903327942,0.6220911145210266,0.2926263213157654,0.8823487162590027,0.7692534923553467,-7.566265106201172,-13.815510749816895,-4.84271764755249,3,1.0,8.56870769894158e-08,0.0018852223875001073,5.163387966712709,0.5652467608451843,16,2.772588722239781
am,43,0,16,16,256,0.7102938890457153,0.7230167388916016,-0.6182489395141602,0.5984722971916199,0.31891489028930664,0.543548047542572,0.15613344311714172,0.8761980533599854,-0.8055742383003235,1.7795406579971313,0,1.9708975553512573,0.6761950850486755,2.5315170288085938,2.02656267645506,0.3271695375442505,16,2.772588722239781
am_over_m,43,0,16,16,256,0.7530108690261841,0.7714641690254211,-0.6239458322525024,0.623859167098999,0.2897116541862488,0.7261309027671814,0.6058562397956848,0.8761980533599854,-0.8055742383003235,1.7795406579971313,0,1.9708975553512573,0.6761950850486755,2.5315170288085938,2.02656267645506,0.3271695375442505,16,2.772588722239781
am_logfit,43,0,16,16,256,0.7166842222213745,0.7632250785827637,-0.6498921513557434,0.6468715071678162,0.3809087872505188,0.5538682341575623,0.21950826048851013,-2.2187607288360596,-13.815510749816895,2.1230640411376953,3,1.9708975553512573,0.6761950850486755,2.5315170288085938,2.02656267645506,0.00939946249127388,16,2.772588722239781
am_scalar,43,0,16,16,256,0.7407878637313843,0.7678386569023132,-0.6182790994644165,0.6173578500747681,0.28961604833602905,0.5628894567489624,0.13571181893348694,0.942596435546875,0.942596435546875,0.942596435546875,0,1.9708975553512573,0.6761950850486755,2.5315170288085938,2.02656267645506,0.0628751590847969,16,2.772588722239781
am_nobeta,43,0,16,16,256,0.7407891154289246,0.7678391337394714,-0.6182790994644165,0.6173578500747681,0.28961604833602905,0.7320582270622253,0.6239483952522278,0.0,0.0,0.0,0,1.9708975553512573,0.6761950850486755,2.5315170288085938,2.02656267645506,0.3271695375442505,16,2.772588722239781
legacy,43,0,32,16,256,1.1937220096588135,1.277316927909851,-0.6264997720718384,0.6249895095825195,0.39618006348609924,1.4532911777496338,0.9967967867851257,-8.962343215942383,-13.815510749816895,-2.760878562927246,15,1.0,8.56870769894158e-08,0.0014548301696777344,4.210083645866055,223.41220092773438,16,2.0794415416798357
legacy_fixed_solver,43,0,32,16,256,1.1377968788146973,1.1540781259536743,-0.6116929650306702,0.5858611464500427,0.41637325286865234,1.4679276943206787,0.9992867112159729,-9.692085266113281,-13.815510749816895,-4.999238967895508,15,1.0,8.56870769894158e-08,0.0014548301696777344,4.210083645866055,0.14438852667808533,16,2.0794415416798357
shift,43,0,32,16,256,0.5334897041320801,0.539343535900116,-0.3687695860862732,0.3681686222553253,0.2016630470752716,0.7616424560546875,0.7108781337738037,-9.687639236450195,-13.815510749816895,-4.997350692749023,15,1.0,8.56870769894158e-08,0.0014548301696777344,4.210083645866055,0.1442907154560089,16,2.0794415416798357
am,43,0,32,16,256,0.6459084153175354,0.6694528460502625,-0.4264770448207855,0.4224296510219574,0.2213321030139923,0.5418705344200134,0.13173456490039825,0.4210358262062073,-2.2440595626831055,1.5867477655410767,0,1.9708975553512573,0.6761950850486755,1.8603233098983765,1.5511758550859562,0.0012827523751184344,16,2.0794415416798357
am_over_m,43,0,32,16,256,0.5224236249923706,0.5230652689933777,-0.4657861292362213,0.46491578221321106,0.19706495106220245,0.5320366024971008,0.45543256402015686,0.4210358262062073,-2.2440595626831055,1.5867477655410767,0,1.9708975553512573,0.6761950850486755,1.8603233098983765,1.5511758550859562,0.0012827523751184344,16,2.0794415416798357
am_logfit,43,0,32,16,256,0.6208844184875488,0.6173019409179688,-0.45168641209602356,0.4122130572795868,0.2191465198993683,0.4810047745704651,0.12727749347686768,0.5412315726280212,-1.0971953868865967,1.6567168235778809,0,1.9708975553512573,0.6761950850486755,1.8603233098983765,1.5511758550859562,1.699329565951757e-11,16,2.0794415416798357
am_scalar,43,0,32,16,256,0.5243831276893616,0.5224043130874634,-0.4629591405391693,0.4615040123462677,0.19692791998386383,0.4521205425262451,0.07137109339237213,0.6057773232460022,0.605777382850647,0.605777382850647,0,1.9708975553512573,0.6761950850486755,1.8603233098983765,1.5511758550859562,0.020941080525517464,16,2.0794415416798357
am_nobeta,43,0,32,16,256,0.524383544921875,0.5224050879478455,-0.4629591703414917,0.46150410175323486,0.19692790508270264,0.5427097678184509,0.4650029242038727,0.0,0.0,0.0,0,1.9708975553512573,0.6761950850486755,1.8603233098983765,1.5511758550859562,0.0012827523751184344,16,2.0794415416798357
legacy,43,1,8,16,256,0.6659038662910461,0.6974246501922607,-0.7611192464828491,0.7610624432563782,0.42000913619995117,0.6371915340423584,0.8925860524177551,2.039022207260132,1.6884593963623047,2.5445330142974854,0,1.0,8.973749032747946e-08,0.0030989774968475103,5.155125134776479,256243712.0,8,3.4657359027997265
legacy_fixed_solver,43,1,8,16,256,0.873798131942749,0.8743559718132019,-0.7866314053535461,0.7856659293174744,0.4692050814628601,1.3440450429916382,0.9995958209037781,-8.052691459655762,-13.815510749816895,-4.887939453125,2,1.0,8.973749032747946e-08,0.0030989774968475103,5.155125134776479,2.6469547748565674,8,3.4657359027997265
shift,43,1,8,16,256,0.6730590462684631,0.7044625282287598,-0.749036967754364,0.7397787570953369,0.4179449677467346,0.9572073221206665,0.865047812461853,-8.052658081054688,-13.815510749816895,-4.8876543045043945,2,1.0,8.973749032747946e-08,0.0030989774968475103,5.155125134776479,2.6469550132751465,8,3.4657359027997265
am,43,1,8,16,256,0.6766066551208496,0.7064437866210938,-0.7528079748153687,0.7525829672813416,0.42882534861564636,0.5996385812759399,0.2561596632003784,-0.5317291617393494,-13.815510749816895,1.761584758758545,1,4.498398303985596,1.891411304473877,3.768014907836914,2.4336826068660313,10.841228485107422,8,3.4657359027997265
am_over_m,43,1,8,16,256,0.6678726673126221,0.7059834599494934,-0.7544036507606506,0.751653790473938,0.41873544454574585,0.8173604607582092,0.7805625200271606,-0.5317291617393494,-13.815510749816895,1.761584758758545,1,4.498398303985596,1.891411304473877,3.768014907836914,2.4336826068660313,10.841228485107422,8,3.4657359027997265
am_logfit,43,1,8,16,256,0.6581284403800964,0.7119540572166443,-0.7753158807754517,0.7678173780441284,0.4325989782810211,0.5691431164741516,0.37126943469047546,0.022592928260564804,-9.413701057434082,1.9145245552062988,0,4.498398303985596,1.891411304473877,3.768014907836914,2.4336826068660313,0.06880760192871094,8,3.4657359027997265
am_scalar,43,1,8,16,256,0.6588917970657349,0.7048295140266418,-0.7307164669036865,0.7235227227210999,0.41718393564224243,0.584617018699646,0.2953471839427948,1.4669846296310425,1.466984510421753,1.466984510421753,0,4.498398303985596,1.891411304473877,3.768014907836914,2.4336826068660313,0.09019097685813904,8,3.4657359027997265
am_nobeta,43,1,8,16,256,0.6588917374610901,0.7048295140266418,-0.7307164669036865,0.7235228419303894,0.4171839952468872,0.8276103138923645,0.7936808466911316,0.0,0.0,0.0,0,4.498398303985596,1.891411304473877,3.768014907836914,2.4336826068660313,10.841228485107422,8,3.4657359027997265
legacy,43,1,16,16,256,0.7950073480606079,0.8951413035392761,-0.6911754012107849,0.6890562176704407,0.31452468037605286,0.801719605922699,1.5036296844482422,1.7708640098571777,1.270140290260315,2.5445330142974854,0,1.0,8.973749032747946e-08,0.0015779114328324795,5.57599538451513,454813376.0,16,2.772588722239781
legacy_fixed_solver,43,1,16,16,256,1.0102403163909912,1.0530563592910767,-0.7614120841026306,0.7599712610244751,0.4619601368904114,1.344085931777954,0.9995705485343933,-9.791741371154785,-13.815510749816895,-5.03957986831665,7,1.0,8.973749032747946e-08,0.0015779114328324795,5.57599538451513,2.4950644969940186,16,2.772588722239781
shift,43,1,16,16,256,0.7137613892555237,0.8434678912162781,-0.6453686952590942,0.6444160342216492,0.3065347671508789,0.8708478212356567,0.8079630136489868,-9.797717094421387,-13.815510749816895,-5.040023326873779,7,1.0,8.973749032747946e-08,0.0015779114328324795,5.57599538451513,2.4950649738311768,16,2.772588722239781
am,43,1,16,16,256,0.8033758997917175,0.9310839772224426,-0.6946402192115784,0.6944222450256348,0.37262940406799316,0.654971718788147,0.19335760176181793,-3.5396530628204346,-13.815510749816895,1.7681223154067993,5,4.498398303985596,1.891411304473877,2.622554302215576,2.280192262404073,7.382041931152344,16,2.772588722239781
am_over_m,43,1,16,16,256,0.7551029920578003,0.8923110961914062,-0.6792900562286377,0.678939700126648,0.31180429458618164,0.7541362643241882,0.6669485569000244,-3.5396530628204346,-13.815510749816895,1.7681223154067993,5,4.498398303985596,1.891411304473877,2.622554302215576,2.280192262404073,7.382041931152344,16,2.772588722239781
am_logfit,43,1,16,16,256,0.7299134731292725,0.7942313551902771,-0.7350322008132935,0.7330615520477295,0.3908938765525818,0.6443281769752502,0.2537347674369812,-3.251241683959961,-13.815510749816895,2.165149450302124,1,4.498398303985596,1.891411304473877,2.622554302215576,2.280192262404073,0.03745601698756218,16,2.772588722239781
am_scalar,43,1,16,16,256,0.7950124740600586,0.913381040096283,-0.6271949410438538,0.6271949410438538,0.3042118549346924,0.6762778759002686,0.15642903745174408,1.021563172340393,1.021563172340393,1.021563172340393,0,4.498398303985596,1.891411304473877,2.622554302215576,2.280192262404073,0.07368886470794678,16,2.772588722239781
am_nobeta,43,1,16,16,256,0.7950108647346497,0.9133803844451904,-0.6271949410438538,0.6271949410438538,0.30421182513237,0.753559410572052,0.6460770964622498,0.0,0.0,0.0,0,4.498398303985596,1.891411304473877,2.622554302215576,2.280192262404073,7.382041931152344,16,2.772588722239781
legacy,43,1,32,16,256,0.9353996515274048,0.9740501046180725,-0.6975569128990173,0.6902621984481812,0.4165194630622864,1.2448093891143799,0.977491557598114,-8.723502159118652,-13.815510749816895,-0.8671331405639648,17,1.0,8.973749032747946e-08,0.0011486065341159701,4.279593775639499,25793.1015625,16,2.0794415416798357
legacy_fixed_solver,43,1,32,16,256,1.375709891319275,1.4053016901016235,-0.6847552061080933,0.661775529384613,0.5098555088043213,1.3418341875076294,0.9994043707847595,-10.64543342590332,-13.815510749816895,-4.10927152633667,19,1.0,8.973749032747946e-08,0.0011486065341159701,4.279593775639499,0.23464860022068024,16,2.0794415416798357
shift,43,1,32,16,256,0.5064309239387512,0.5518605709075928,-0.36057010293006897,0.36057010293006897,0.20012333989143372,0.6933277249336243,0.7303547263145447,-10.643842697143555,-13.815510749816895,-4.109562397003174,19,1.0,8.973749032747946e-08,0.0011486065341159701,4.279593775639499,0.2346920520067215,16,2.0794415416798357
am,43,1,32,16,256,0.6392791271209717,0.7044207453727722,-0.48906317353248596,0.48906317353248596,0.273646742105484,0.5560094118118286,0.08188490569591522,-2.0051815509796143,-13.815510749816895,1.8733689785003662,6,4.498398303985596,1.891411304473877,1.7802685499191284,1.6154544766820755,0.012961730360984802,16,2.0794415416798357
am_over_m,43,1,32,16,256,0.547964870929718,0.5820292830467224,-0.488222599029541,0.488222599029541,0.20284119248390198,0.5092905759811401,0.4994182884693146,-2.0051815509796143,-13.815510749816895,1.8733689785003662,6,4.498398303985596,1.891411304473877,1.7802685499191284,1.6154544766820755,0.012961730360984802,16,2.0794415416798357
am_logfit,43,1,32,16,256,0.6432062387466431,0.7006003260612488,-0.46654215455055237,0.46654215455055237,0.25510483980178833,0.557973325252533,0.11499807983636856,0.326416939496994,-1.7980637550354004,2.1134724617004395,0,4.498398303985596,1.891411304473877,1.7802685499191284,1.6154544766820755,3.8287595316433e-11,16,2.0794415416798357
am_scalar,43,1,32,16,256,0.5225518941879272,0.5514346361160278,-0.4457511901855469,0.4457511901855469,0.1964731514453888,0.4353453814983368,0.09302264451980591,0.5993018746376038,0.5993018746376038,0.5993018746376038,0,4.498398303985596,1.891411304473877,1.7802685499191284,1.6154544766820755,0.02435772307217121,16,2.0794415416798357
am_nobeta,43,1,32,16,256,0.5225518941879272,0.5514346361160278,-0.4457511901855469,0.4457511901855469,0.1964731216430664,0.4988219141960144,0.4641393721103668,0.0,0.0,0.0,0,4.498398303985596,1.891411304473877,1.7802685499191284,1.6154544766820755,0.012961730360984802,16,2.0794415416798357
legacy,43,2,8,16,256,0.59611976146698,0.629823625087738,-0.7020849585533142,0.7013528943061829,0.3208484649658203,0.6986473202705383,2.6759612560272217,2.082226514816284,1.2769362926483154,3.021606683731079,0,1.0,7.380714350802009e-08,0.002466378966346383,4.082119364924039,896606912.0,8,3.4657359027997265
legacy_fixed_solver,43,2,8,16,256,0.8846645355224609,0.8798305988311768,-0.7043823599815369,0.6977055072784424,0.35903966426849365,1.4306929111480713,0.9991526007652283,-7.436219692230225,-13.815510749816895,-5.1125617027282715,1,1.0,7.380714350802009e-08,0.002466378966346383,4.082119364924039,1.64750075340271,8,3.4657359027997265
shift,43,2,8,16,256,0.553445041179657,0.5999188423156738,-0.6565787196159363,0.6504891514778137,0.3114018142223358,0.7421398162841797,0.7663591504096985,-7.423675060272217,-13.815510749816895,-5.112059116363525,1,1.0,7.380714350802009e-08,0.002466378966346383,4.082119364924039,1.6475046873092651,8,3.4657359027997265
am,43,2,8,16,256,0.5186825394630432,0.5570069551467896,-0.6529659032821655,0.6446349024772644,0.332508385181427,0.449748694896698,0.24668633937835693,-0.8056871891021729,-13.815510749816895,1.766730785369873,1,1.5598734617233276,0.5004273056983948,3.2681963443756104,2.2344023438222074,1.3148291110992432,8,3.4657359027997265
am_over_m,43,2,8,16,256,0.544919490814209,0.5928651094436646,-0.6528950929641724,0.6519031524658203,0.311816543340683,0.6338937282562256,0.6350640058517456,-0.8056871891021729,-13.815510749816895,1.766730785369873,1,1.5598734617233276,0.5004273056983948,3.2681963443756104,2.2344023438222074,1.3148291110992432,8,3.4657359027997265
am_logfit,43,2,8,16,256,0.5255177617073059,0.6182750463485718,-0.6882574558258057,0.686898410320282,0.3413022458553314,0.48532336950302124,0.3167106807231903,-1.9508386850357056,-13.815510749816895,1.673998236656189,1,1.5598734617233276,0.5004273056983948,3.2681963443756104,2.2344023438222074,0.041189149022102356,8,3.4657359027997265
am_scalar,43,2,8,16,256,0.561412513256073,0.6033080220222473,-0.6482645273208618,0.6477563381195068,0.3110239803791046,0.4737226068973541,0.20107455551624298,1.138380527496338,1.138380527496338,1.138380527496338,0,1.5598734617233276,0.5004273056983948,3.2681963443756104,2.2344023438222074,0.06787080317735672,8,3.4657359027997265
am_nobeta,43,2,8,16,256,0.561412513256073,0.6033080220222473,-0.6482645273208618,0.6477563381195068,0.3110239803791046,0.6415801048278809,0.6561516523361206,0.0,0.0,0.0,0,1.5598734617233276,0.5004273056983948,3.2681963443756104,2.2344023438222074,1.3148291110992432,8,3.4657359027997265
legacy,43,2,16,16,256,0.680243194103241,0.7197877764701843,-0.68035489320755,0.6553477048873901,0.25494110584259033,0.8421933054924011,3.254683256149292,1.6437890529632568,0.5298064947128296,3.021606683731079,0,1.0,7.380714350802009e-08,0.0017691045068204403,2.958944808178904,1062096896.0,16,2.772588722239781
legacy_fixed_solver,43,2,16,16,256,0.8158671259880066,0.9222494959831238,-0.6808358430862427,0.6706546545028687,0.37780970335006714,1.431120753288269,0.9991654753684998,-10.27381420135498,-13.815510749816895,-4.582342624664307,9,1.0,7.380714350802009e-08,0.0017691045068204403,2.958944808178904,0.3711932897567749,16,2.772588722239781
shift,43,2,16,16,256,0.4838573634624481,0.5540909171104431,-0.558003842830658,0.5579321384429932,0.23050856590270996,0.6714816093444824,0.7203637361526489,-10.273805618286133,-13.815510749816895,-4.580326080322266,9,1.0,7.380714350802009e-08,0.0017691045068204403,2.958944808178904,0.3711971640586853,16,2.772588722239781
am,43,2,16,16,256,0.4861840605735779,0.570044994354248,-0.5113926529884338,0.5113926529884338,0.2673625946044922,0.437136173248291,0.18843518197536469,-0.1596326231956482,-13.815510749816895,1.90082848072052,1,1.5598734617233276,0.5004273056983948,2.1355652809143066,1.5305306493779256,0.05419494956731796,16,2.772588722239781
am_over_m,43,2,16,16,256,0.4620197117328644,0.5843185782432556,-0.5320786833763123,0.5207318663597107,0.22773738205432892,0.49540913105010986,0.5079955458641052,-0.1596326231956482,-13.815510749816895,1.90082848072052,1,1.5598734617233276,0.5004273056983948,2.1355652809143066,1.5305306493779256,0.05419494956731796,16,2.772588722239781
am_logfit,43,2,16,16,256,0.5365979671478271,0.571441113948822,-0.6201329231262207,0.6137832999229431,0.3287591338157654,0.49278268218040466,0.18997015058994293,-1.7629722356796265,-13.815510749816895,2.8782920837402344,1,1.5598734617233276,0.5004273056983948,2.1355652809143066,1.5305306493779256,0.0013424784410744905,16,2.772588722239781
am_scalar,43,2,16,16,256,0.4961608350276947,0.5950084328651428,-0.5187479853630066,0.5157759785652161,0.2261732518672943,0.42055800557136536,0.12355446815490723,0.7896610498428345,0.7896611094474792,0.7896611094474792,0,1.5598734617233276,0.5004273056983948,2.1355652809143066,1.5305306493779256,0.027361031621694565,16,2.772588722239781
am_nobeta,43,2,16,16,256,0.4961610436439514,0.5950086712837219,-0.5187479853630066,0.5157759785652161,0.22617322206497192,0.51085364818573,0.5187480449676514,0.0,0.0,0.0,0,1.5598734617233276,0.5004273056983948,2.1355652809143066,1.5305306493779256,0.05419494956731796,16,2.772588722239781
legacy,43,2,32,16,256,0.9680980443954468,0.9912137985229492,-0.5634297728538513,0.5634297728538513,0.35761889815330505,1.4175976514816284,0.996448814868927,-8.487942695617676,-13.815510749816895,-3.197310447692871,13,1.0,7.380714350802009e-08,0.0013610792811959982,2.6918614943438186,181.1231231689453,16,2.0794415416798357
legacy_fixed_solver,43,2,32,16,256,0.7693840265274048,0.8523436188697815,-0.606465756893158,0.590593159198761,0.33116716146469116,1.4306052923202515,0.9991898536682129,-9.81917953491211,-13.815510749816895,-4.823511600494385,16,1.0,7.380714350802009e-08,0.0013610792811959982,2.6918614943438186,0.013967521488666534,16,2.0794415416798357
shift,43,2,32,16,256,0.4154340624809265,0.4662076234817505,-0.4238499402999878,0.4190039038658142,0.15323252975940704,0.5496297478675842,0.6408670544624329,-9.817595481872559,-13.815510749816895,-4.821475982666016,16,1.0,7.380714350802009e-08,0.0013610792811959982,2.6918614943438186,0.013773664832115173,16,2.0794415416798357
am,43,2,32,16,256,0.46365129947662354,0.5189036726951599,-0.47344598174095154,0.4593372941017151,0.1885288655757904,0.41287216544151306,0.1483396291732788,-0.16270652413368225,-13.815510749816895,1.2854599952697754,1,1.5598734617233276,0.5004273056983948,1.6821422576904297,1.3351318310399298,0.0008054360514506698,16,2.0794415416798357
am_over_m,43,2,32,16,256,0.4383459985256195,0.46729663014411926,-0.39384353160858154,0.3824087977409363,0.14940288662910461,0.4004133939743042,0.36773571372032166,-0.16270652413368225,-13.815510749816895,1.2854599952697754,1,1.5598734617233276,0.5004273056983948,1.6821422576904297,1.3351318310399298,0.0008054360514506698,16,2.0794415416798357
am_logfit,43,2,32,16,256,0.44778165221214294,0.4928584396839142,-0.4005994200706482,0.39994844794273376,0.1635199636220932,0.37508830428123474,0.12374936789274216,0.5205869078636169,-0.37946146726608276,1.2302485704421997,0,1.5598734617233276,0.5004273056983948,1.6821422576904297,1.3351318310399298,1.0721369105015643e-11,16,2.0794415416798357
am_scalar,43,2,32,16,256,0.4360452890396118,0.4691009521484375,-0.3731883466243744,0.36750343441963196,0.14822305738925934,0.36096328496932983,0.11101170629262924,0.5000366568565369,0.5000365972518921,0.5000365972518921,0,1.5598734617233276,0.5004273056983948,1.6821422576904297,1.3351318310399298,0.011374810710549355,16,2.0794415416798357
am_nobeta,43,2,32,16,256,0.4360448718070984,0.469100683927536,-0.3731882572174072,0.36750343441963196,0.14822307229042053,0.4071851968765259,0.36750346422195435,0.0,0.0,0.0,0,1.5598734617233276,0.5004273056983948,1.6821422576904297,1.3351318310399298,0.0008054360514506698,16,2.0794415416798357
legacy,44,0,8,16,256,0.6966404318809509,0.7930641174316406,-0.7430983781814575,0.7404187321662903,0.36655038595199585,0.8474671244621277,4.002742767333984,2.593125343322754,1.8987765312194824,3.3545753955841064,0,1.0,5.331201435865296e-08,0.0013477361062541604,6.136755023164352,4731827200.0,8,3.4657359027997265
legacy_fixed_solver,44,0,8,16,256,0.93207848072052,0.9820408821105957,-0.7615439295768738,0.738019585609436,0.4457317590713501,1.50098717212677,0.9996705055236816,-9.157369613647461,-13.815510749816895,-5.16807746887207,3,1.0,5.331201435865296e-08,0.0013477361062541604,6.136755023164352,2.1259357929229736,8,3.4657359027997265
shift,44,0,8,16,256,0.6669946312904358,0.716270923614502,-0.7037293910980225,0.6987726092338562,0.35495316982269287,0.9238092303276062,0.8354995846748352,-9.156791687011719,-13.815510749816895,-5.166266918182373,3,1.0,5.331201435865296e-08,0.0013477361062541604,6.136755023164352,2.1259443759918213,8,3.4657359027997265
am,44,0,8,16,256,0.6285979151725769,0.6762359738349915,-0.7145236730575562,0.7125751972198486,0.3901638984680176,0.5126333832740784,0.27997446060180664,-0.85602867603302,-13.815510749816895,2.3527796268463135,1,1.74764084815979,0.6469525098800659,2.907768726348877,2.2892301522181695,1.0333479642868042,8,3.4657359027997265
am_over_m,44,0,8,16,256,0.670514702796936,0.7161133289337158,-0.6910063028335571,0.6887574791908264,0.3560839891433716,0.7477917075157166,0.7235192656517029,-0.85602867603302,-13.815510749816895,2.3527796268463135,1,1.74764084815979,0.6469525098800659,2.907768726348877,2.2892301522181695,1.0333479642868042,8,3.4657359027997265
am_logfit,44,0,8,16,256,0.6327154636383057,0.6779229640960693,-0.7207062840461731,0.7204119563102722,0.39631688594818115,0.5367071032524109,0.29390987753868103,0.6965361833572388,-0.5709095001220703,2.3668570518493652,0,1.74764084815979,0.6469525098800659,2.907768726348877,2.2892301522181695,0.035841114819049835,8,3.4657359027997265
am_scalar,44,0,8,16,256,0.6756817698478699,0.7172507643699646,-0.684035062789917,0.6818757057189941,0.3525763750076294,0.5564964413642883,0.2588660717010498,1.1626133918762207,1.1626133918762207,1.1626133918762207,0,1.74764084815979,0.6469525098800659,2.907768726348877,2.2892301522181695,0.08538924902677536,8,3.4657359027997265
am_nobeta,44,0,8,16,256,0.6756816506385803,0.717250645160675,-0.684035062789917,0.6818757057189941,0.3525763750076294,0.7529891133308411,0.7142335176467896,0.0,0.0,0.0,0,1.74764084815979,0.6469525098800659,2.907768726348877,2.2892301522181695,1.0333479642868042,8,3.4657359027997265
legacy,44,0,16,16,256,0.7219243049621582,0.771441638469696,-0.6903471946716309,0.6891206502914429,0.2756873369216919,0.8871847987174988,5.245243549346924,2.2581536769866943,1.6179862022399902,3.3545753955841064,0,1.0,5.331201435865296e-08,0.001065789139829576,5.27775854930039,6318564864.0,16,2.772588722239781
legacy_fixed_solver,44,0,16,16,256,1.421114444732666,1.3768647909164429,-0.7110231518745422,0.6952420473098755,0.4404771029949188,1.5014328956604004,0.9996760487556458,-11.042206764221191,-13.815510749816895,-5.314036846160889,10,1.0,5.331201435865296e-08,0.001065789139829576,5.27775854930039,1.7420485019683838,16,2.772588722239781
shift,44,0,16,16,256,0.5606556534767151,0.6656584143638611,-0.5919436812400818,0.5912168622016907,0.25913721323013306,0.7680104970932007,0.7674121260643005,-11.042216300964355,-13.815510749816895,-5.311670303344727,10,1.0,5.331201435865296e-08,0.001065789139829576,5.27775854930039,1.7420536279678345,16,2.772588722239781
am,44,0,16,16,256,0.7150015830993652,0.8357863426208496,-0.6694700717926025,0.6669543981552124,0.35217583179473877,0.5910479426383972,0.2317378968000412,-2.9490206241607666,-13.815510749816895,1.8797619342803955,4,1.74764084815979,0.6469525098800659,2.0890777111053467,1.989021859623699,0.2277296930551529,16,2.772588722239781
am_over_m,44,0,16,16,256,0.621010422706604,0.6665700078010559,-0.5985885262489319,0.5864499807357788,0.26175999641418457,0.6247128248214722,0.6184504628181458,-2.9490206241607666,-13.815510749816895,1.8797619342803955,4,1.74764084815979,0.6469525098800659,2.0890777111053467,1.989021859623699,0.2277296930551529,16,2.772588722239781
am_logfit,44,0,16,16,256,0.7013857364654541,0.793820321559906,-0.6949713230133057,0.6819469928741455,0.35643187165260315,0.5907678008079529,0.2144325077533722,-3.458033800125122,-13.815510749816895,1.810647964477539,4,1.74764084815979,0.6469525098800659,2.0890777111053467,1.989021859623699,0.011566303670406342,16,2.772588722239781
am_scalar,44,0,16,16,256,0.6609106063842773,0.7062838077545166,-0.5497822761535645,0.5423005819320679,0.2549683451652527,0.5450035333633423,0.16824360191822052,0.7656841278076172,0.7656841278076172,0.7656841278076172,0,1.74764084815979,0.6469525098800659,2.0890777111053467,1.989021859623699,0.051630839705467224,16,2.772588722239781
am_nobeta,44,0,16,16,256,0.6609114408493042,0.7062839865684509,-0.5497822761535645,0.5423005819320679,0.2549683451652527,0.6194109320640564,0.5683636665344238,0.0,0.0,0.0,0,1.74764084815979,0.6469525098800659,2.0890777111053467,1.989021859623699,0.2277296930551529,16,2.772588722239781
legacy,44,0,32,16,256,0.9573643803596497,1.0172353982925415,-0.6470224857330322,0.6431745290756226,0.38534343242645264,1.409261703491211,0.9763723015785217,-8.397256851196289,-13.815510749816895,-1.6466883420944214,16,1.0,5.331201435865296e-08,0.0008051126496866345,3.7161716911187703,42512.85546875,16,2.0794415416798357
legacy_fixed_solver,44,0,32,16,256,1.2488281726837158,1.3360053300857544,-0.6456177830696106,0.6402012705802917,0.4562208354473114,1.5005016326904297,0.9994934797286987,-10.364572525024414,-13.815510749816895,-4.607105255126953,17,1.0,5.331201435865296e-08,0.0008051126496866345,3.7161716911187703,0.2729690670967102,16,2.0794415416798357
shift,44,0,32,16,256,0.42575350403785706,0.4621971547603607,-0.2866196632385254,0.28059616684913635,0.15391619503498077,0.6477363109588623,0.684246301651001,-10.363607406616211,-13.815510749816895,-4.60742712020874,17,1.0,5.331201435865296e-08,0.0008051126496866345,3.7161716911187703,0.2728540897369385,16,2.0794415416798357
