preset,seed,dest,budget,M,L_s,rel_out_err_median,rel_out_err_mean,signed_mass_median,abs_signed_mass_median,js_median,mixture_rel_err_median,abs_mass_common_median,beta_mean,beta_min,beta_max,clamp_hits,mass_target_mean,mass_target_std,needed_compensation_median,needed_compensation_spread,solver_residual,rank_upper_bound,beta_ideal_mass_preserving
am_nobeta,43,0,8,16,256,0.8220412135124207,0.919910728931427,-0.7233679890632629,0.71995609998703,0.3725249767303467,0.8553189635276794,0.7401317954063416,0.0,0.0,0.0,0,0.7686948776245117,0.395877480506897,3.2184360027313232,3.2540258137748763,0.7247443199157715,8,3.4657359027997265
legacy,43,0,16,16,256,1.5656592845916748,1.6093028783798218,-0.8229051828384399,0.8093084096908569,0.34244343638420105,1.8491204977035522,3.388373374938965,1.6946141719818115,0.9899841547012329,3.7368834018707275,0,1.0,9.973764747428504e-08,0.0016385101480409503,6.374652611143826,10200879104.0,16,2.772588722239781
legacy_fixed_solver,43,0,16,16,256,2.3628344535827637,2.710855722427368,-0.7020117044448853,0.6984435319900513,0.45246806740760803,1.468494176864624,0.9993971586227417,-8.974942207336426,-13.815510749816895,-4.7786126136779785,6,1.0,9.973764747428504e-08,0.0016385101480409503,6.374652611143826,1.2337615489959717,16,2.772588722239781
shift,43,0,16,16,256,0.9250078797340393,1.0521308183670044,-0.5693906545639038,0.5645248889923096,0.29807066917419434,0.9289730191230774,0.783818244934082,-6.923734664916992,-13.815510749816895,-1.0821533203125,6,1.0,9.973764747428504e-08,0.0016385101480409503,6.374652611143826,10567.7724609375,16,2.772588722239781
am,43,0,16,16,256,0.74724942445755,0.8686574101448059,-0.5894989967346191,0.5879173278808594,0.30382609367370605,0.6184213161468506,0.21600893139839172,0.7874074578285217,-0.45367205142974854,1.7485201358795166,0,0.7686948776245117,0.395877480506897,2.3790640830993652,2.1743514168106777,0.15295572578907013,16,2.772588722239781
am_over_m,43,0,16,16,256,0.9931947588920593,1.1639015674591064,-0.6139571070671082,0.6122252941131592,0.29008346796035767,0.7884102463722229,0.6065165400505066,0.7874074578285217,-0.45367205142974854,1.7485201358795166,0,0.7686948776245117,0.395877480506897,2.3790640830993652,2.1743514168106777,0.15295572578907013,16,2.772588722239781
am_logfit,43,0,16,16,256,0.8338217735290527,0.955898106098175,-0.5650067329406738,0.5587272644042969,0.2994822859764099,0.7088722586631775,0.1846565157175064,0.8764649033546448,-0.30675169825553894,1.7737772464752197,0,0.7686948776245117,0.395877480506897,2.3790640830993652,2.1743514168106777,0.01942179538309574,16,2.772588722239781
am_scalar,43,0,16,16,256,1.0014234781265259,1.1743661165237427,-0.6096814274787903,0.6085911989212036,0.2899971008300781,0.7574806809425354,0.15123334527015686,0.8866586685180664,0.8866586685180664,0.8866586685180664,0,0.7686948776245117,0.395877480506897,2.3790640830993652,2.1743514168106777,0.07549238204956055,16,2.772588722239781
am_nobeta,43,0,16,16,256,1.00142502784729,1.1743662357330322,-0.6096813678741455,0.6085911989212036,0.2899971008300781,0.7972190380096436,0.6245356798171997,0.0,0.0,0.0,0,0.7686948776245117,0.395877480506897,2.3790640830993652,2.1743514168106777,0.15295572578907013,16,2.772588722239781
legacy,43,0,32,16,256,1.1401593685150146,1.2455501556396484,-0.6313976645469666,0.5993490219116211,0.3480774164199829,1.4662529230117798,0.9989626407623291,-8.334230422973633,-13.815510749816895,-4.8420610427856445,9,1.0,9.973764747428504e-08,0.0011412104358896613,4.993100400336863,4.296193599700928,16,2.0794415416798357
legacy_fixed_solver,43,0,32,16,256,1.5253410339355469,1.550479769706726,-0.6269670128822327,0.5868430733680725,0.4197675585746765,1.4674509763717651,0.9993298649787903,-8.88210391998291,-13.815510749816895,-4.950519561767578,10,1.0,9.973764747428504e-08,0.0011412104358896613,4.993100400336863,0.1723938286304474,16,2.0794415416798357
shift,43,0,32,16,256,0.5553398728370667,0.5702566504478455,-0.3700067102909088,0.36461588740348816,0.20932140946388245,0.7460951209068298,0.7218188643455505,-8.686176300048828,-13.815510749816895,-0.8065245151519775,18,1.0,9.973764747428504e-08,0.0011412104358896613,4.993100400336863,9806.1171875,16,2.0794415416798357
am,43,0,32,16,256,0.6190721988677979,0.6073936820030212,-0.49447980523109436,0.4716005325317383,0.2128322422504425,0.48782017827033997,0.08536530286073685,0.5466521978378296,-0.8299378752708435,1.164858102798462,0,0.7686948776245117,0.395877480506897,1.7316880226135254,1.6164148461501484,0.01624986156821251,16,2.0794415416798357
am_over_m,43,0,32,16,256,0.5694200992584229,0.6131612658500671,-0.4615286886692047,0.4603491425514221,0.1998559832572937,0.5399342179298401,0.45466601848602295,0.5466521978378296,-0.8299378752708435,1.164858102798462,0,0.7686948776245117,0.395877480506897,1.7316880226135254,1.6164148461501484,0.01624986156821251,16,2.0794415416798357
am_logfit,43,0,32,16,256,0.6189975142478943,0.6132784485816956,-0.46267738938331604,0.4556085765361786,0.21196211874485016,0.48772934079170227,0.0846666619181633,0.5783617496490479,-0.9082697629928589,1.2193782329559326,0,0.7686948776245117,0.395877480506897,1.7316880226135254,1.6164148461501484,0.0016985826659947634,16,2.0794415416798357
am_scalar,43,0,32,16,256,0.5764976143836975,0.6202877163887024,-0.47043466567993164,0.46943172812461853,0.19979950785636902,0.47622647881507874,0.08148113638162613,0.5771545767784119,0.5771545171737671,0.5771545171737671,0,0.7686948776245117,0.395877480506897,1.7316880226135254,1.6164148461501484,0.025936760008335114,16,2.0794415416798357
am_nobeta,43,0,32,16,256,0.5764967203140259,0.6202870011329651,-0.47043466567993164,0.46943163871765137,0.19979944825172424,0.5401090383529663,0.47043466567993164,0.0,0.0,0.0,0,0.7686948776245117,0.395877480506897,1.7316880226135254,1.6164148461501484,0.01624986156821251,16,2.0794415416798357
legacy,43,1,8,16,256,0.7477800846099854,0.7083714604377747,-0.706317126750946,0.7057636976242065,0.42186594009399414,1.3454480171203613,0.9999998211860657,-13.815511703491211,-13.815510749816895,-13.815510749816895,8,1.0,7.218481101745056e-08,0.0032428428530693054,8.662113040617887,16.0,8,3.4657359027997265
legacy_fixed_solver,43,1,8,16,256,0.7717880010604858,0.7777577042579651,-0.6815035939216614,0.660149097442627,0.44013211131095886,1.3446285724639893,0.9996411800384521,-6.305449962615967,-7.420846462249756,-4.803196907043457,0,1.0,7.218481101745056e-08,0.0032428428530693054,8.662113040617887,3.3682785034179688,8,3.4657359027997265
shift,43,1,8,16,256,0.7329662442207336,0.7045336365699768,-0.6777083277702332,0.6588739156723022,0.4245659112930298,0.9490057826042175,0.8840875625610352,-7.339547157287598,-13.815510749816895,-2.096364736557007,3,1.0,7.218481101745056e-08,0.0032428428530693054,8.662113040617887,853.4348754882812,8,3.4657359027997265
am,43,1,8,16,256,0.7239431142807007,0.69577556848526,-0.7364777326583862,0.7290583848953247,0.4413571357727051,0.6190823316574097,0.4399862289428711,0.9642343521118164,-0.5399889945983887,1.6908538341522217,0,2.24306058883667,0.7643011212348938,3.873213529586792,3.2999018317559976,4.765407562255859,8,3.4657359027997265
am_over_m,43,1,8,16,256,0.7420824766159058,0.7068944573402405,-0.711478590965271,0.7019845247268677,0.4219800531864166,0.7826874256134033,0.7871658802032471,0.9642343521118164,-0.5399889945983887,1.6908538341522217,0,2.24306058883667,0.7643011212348938,3.873213529586792,3.2999018317559976,4.765407562255859,8,3.4657359027997265
am_logfit,43,1,8,16,256,0.7432350516319275,0.7046608328819275,-0.7483614087104797,0.7461206912994385,0.42509743571281433,0.6049546003341675,0.34102553129196167,1.3133569955825806,0.5466302633285522,1.8609381914138794,0,2.24306058883667,0.7643011212348938,3.873213529586792,3.2999018317559976,0.13629093766212463,8,3.4657359027997265
am_scalar,43,1,8,16,256,0.7477800846099854,0.7083714604377747,-0.706317126750946,0.7057636976242065,0.42186594009399414,0.599105179309845,0.2818096876144409,1.4524586200714111,1.4524587392807007,1.4524587392807007,0,2.24306058883667,0.7643011212348938,3.873213529586792,3.2999018317559976,0.16395203769207,8,3.4657359027997265
am_nobeta,43,1,8,16,256,0.7477802038192749,0.7083714604377747,-0.706317126750946,0.7057636976242065,0.42186594009399414,0.7949374914169312,0.7989510297775269,0.0,0.0,0.0,0,2.24306058883667,0.7643011212348938,3.873213529586792,3.2999018317559976,4.765407562255859,8,3.4657359027997265
legacy,43,1,16,16,256,0.7800987362861633,0.8089194297790527,-0.6945922374725342,0.6944960951805115,0.3181011974811554,0.7992193102836609,1.431156873703003,1.5940277576446533,0.5884335041046143,2.820570230484009,0,1.0,7.218481101745056e-08,0.002039947547018528,5.2821569951484815,482616096.0,16,2.772588722239781
legacy_fixed_solver,43,1,16,16,256,1.324803352355957,1.3112863302230835,-0.7374299764633179,0.7310321927070618,0.4856113791465759,1.3435674905776978,0.999392569065094,-9.548709869384766,-13.815510749816895,-4.201079368591309,7,1.0,7.218481101745056e-08,0.002039947547018528,5.2821569951484815,1.1321810483932495,16,2.772588722239781
shift,43,1,16,16,256,0.6735158562660217,0.74281245470047,-0.5721461176872253,0.5681521892547607,0.3018006682395935,0.8725778460502625,0.8178912997245789,-10.323911666870117,-13.815510749816895,-1.2535133361816406,11,1.0,7.218481101745056e-08,0.002039947547018528,5.2821569951484815,987.9585571289062,16,2.772588722239781
am,43,1,16,16,256,0.6428355574607849,0.6301583647727966,-0.6869030594825745,0.685545027256012,0.3686937093734741,0.5386064648628235,0.26919156312942505,-1.00516676902771,-13.815510749816895,1.8186969757080078,2,2.24306058883667,0.7643011212348938,2.5728585720062256,2.191599797640181,1.422184944152832,16,2.772588722239781
am_over_m,43,1,16,16,256,0.7133485674858093,0.7470080256462097,-0.6091384887695312,0.5977187156677246,0.29979926347732544,0.6933355331420898,0.6522002816200256,-1.00516676902771,-13.815510749816895,1.8186969757080078,2,2.24306058883667,0.7643011212348938,2.5728585720062256,2.191599797640181,1.422184944152832,16,2.772588722239781
am_logfit,43,1,16,16,256,0.6522046327590942,0.7101456522941589,-0.6769967675209045,0.6720976233482361,0.32291096448898315,0.5590673089027405,0.16552403569221497,0.5988652110099792,-2.994387626647949,1.9375300407409668,0,2.24306058883667,0.7643011212348938,2.5728585720062256,2.191599797640181,0.027671944350004196,16,2.772588722239781
am_scalar,43,1,16,16,256,0.6963859796524048,0.7732815146446228,-0.6223165988922119,0.6218112111091614,0.29569363594055176,0.5779464840888977,0.14073888957500458,1.010024070739746,1.010024070739746,1.010024070739746,0,2.24306058883667,0.7643011212348938,2.5728585720062256,2.191599797640181,0.07305972278118134,16,2.772588722239781
am_nobeta,43,1,16,16,256,0.6963873505592346,0.773281991481781,-0.6223165392875671,0.6218112111091614,0.29569363594055176,0.6858144402503967,0.6332524418830872,0.0,0.0,0.0,0,2.24306058883667,0.7643011212348938,2.5728585720062256,2.191599797640181,1.422184944152832,16,2.772588722239781
legacy,43,1,32,16,256,1.0132250785827637,1.0624884366989136,-0.5717783570289612,0.5680714249610901,0.37425661087036133,1.3409701585769653,0.9988744258880615,-8.367645263671875,-13.815510749816895,-4.52229642868042,10,1.0,7.218481101745056e-08,0.001529547618702054,4.18754488553302,8.744592666625977,16,2.0794415416798357
legacy_fixed_solver,43,1,32,16,256,1.3222087621688843,1.3072892427444458,-0.6681554317474365,0.6614636182785034,0.5024012327194214,1.3430795669555664,0.9993331432342529,-10.914839744567871,-13.815510749816895,-4.613729476928711,20,1.0,7.218481101745056e-08,0.001529547618702054,4.18754488553302,0.1912122368812561,16,2.0794415416798357
shift,43,1,32,16,256,0.5589725971221924,0.5633119940757751,-0.37456902861595154,0.372235506772995,0.19887885451316833,0.7204633355140686,0.7352739572525024,-10.71965503692627,-13.815510749816895,-1.7698554992675781,23,1.0,7.218481101745056e-08,0.001529547618702054,4.18754488553302,760.0049438476562,16,2.0794415416798357
am,43,1,32,16,256,0.5624633431434631,0.5858331322669983,-0.3895915448665619,0.4128728210926056,0.23258835077285767,0.4865490794181824,0.14669528603553772,0.09994301944971085,-13.815510749816895,1.4839943647384644,1,2.24306058883667,0.7643011212348938,1.8134164810180664,1.6039841848667635,0.09449667483568192,16,2.0794415416798357
am_over_m,43,1,32,16,256,0.527698814868927,0.5402178764343262,-0.43894028663635254,0.43783238530158997,0.19562947750091553,0.510067343711853,0.46048492193222046,0.09994301944971085,-13.815510749816895,1.4839943647384644,1,2.24306058883667,0.7643011212348938,1.8134164810180664,1.6039841848667635,0.09449667483568192,16,2.0794415416798357
am_logfit,43,1,32,16,256,0.5687806606292725,0.5748334527015686,-0.4312295913696289,0.43710920214653015,0.21358346939086914,0.4815559387207031,0.11703775078058243,0.5173083543777466,-0.9423956871032715,1.4971632957458496,0,2.24306058883667,0.7643011212348938,1.8134164810180664,1.6039841848667635,0.0020283451303839684,16,2.0794415416798357
am_scalar,43,1,32,16,256,0.5250911712646484,0.5592988133430481,-0.4478960931301117,0.4473907947540283,0.19264714419841766,0.461231529712677,0.09574765712022781,0.6027626395225525,0.6027625799179077,0.6027625799179077,0,2.24306058883667,0.7643011212348938,1.8134164810180664,1.6039841848667635,0.023880431428551674,16,2.0794415416798357
am_nobeta,43,1,32,16,256,0.5250919461250305,0.5592986941337585,-0.4478960335254669,0.44739070534706116,0.19264717400074005,0.5110440850257874,0.4568416476249695,0.0,0.0,0.0,0,2.24306058883667,0.7643011212348938,1.8134164810180664,1.6039841848667635,0.09449667483568192,16,2.0794415416798357
legacy,43,2,8,16,256,0.61021888256073,0.6179681420326233,-0.7088765501976013,0.6874330639839172,0.3203151524066925,0.7673071622848511,3.017392158508301,2.189894676208496,1.5495766401290894,2.955064535140991,0,1.0,9.2339121238183e-08,0.002214265987277031,4.028719079569545,873725568.0,8,3.4657359027997265
legacy_fixed_solver,43,2,8,16,256,0.7200556993484497,0.7915915846824646,-0.6845154166221619,0.6787121295928955,0.35892680287361145,1.4315043687820435,0.9993698000907898,-8.025948524475098,-13.815510749816895,-5.535468578338623,2,1.0,9.2339121238183e-08,0.002214265987277031,4.028719079569545,2.3736536502838135,8,3.4657359027997265
shift,43,2,8,16,256,0.5528140068054199,0.5534482002258301,-0.6116578578948975,0.6078265905380249,0.3129211664199829,0.8251904845237732,0.8273033499717712,-8.508256912231445,-13.815510749816895,-2.241894483566284,4,1.0,9.2339121238183e-08,0.002214265987277031,4.028719079569545,1194.0499267578125,8,3.4657359027997265
am,43,2,8,16,256,0.5221310257911682,0.5778915882110596,-0.6533805131912231,0.6457349061965942,0.323211133480072,0.46005433797836304,0.2685893476009369,-0.8675888180732727,-13.815510749816895,1.476447343826294,1,1.6428791284561157,0.5362052321434021,3.010664224624634,2.0083390953159777,1.7011557817459106,8,3.4657359027997265
am_over_m,43,2,8,16,256,0.5433575510978699,0.5465826988220215,-0.6542683839797974,0.6493228077888489,0.3119196593761444,0.5974683165550232,0.6418479084968567,-0.8675888180732727,-13.815510749816895,1.476447343826294,1,1.6428791284561157,0.5362052321434021,3.010664224624634,2.0083390953159777,1.7011557817459106,8,3.4657359027997265
am_logfit,43,2,8,16,256,0.526382565498352,0.5720176100730896,-0.6543847322463989,0.6502037048339844,0.32391923666000366,0.4683460295200348,0.2909659743309021,0.6331924796104431,-2.150871992111206,1.628434419631958,0,1.6428791284561157,0.5362052321434021,3.010664224624634,2.0083390953159777,0.047673847526311874,8,3.4657359027997265
am_scalar,43,2,8,16,256,0.54636549949646,0.5484942197799683,-0.6453065276145935,0.6395398378372192,0.31095200777053833,0.4469797909259796,0.23758427798748016,1.1213936805725098,1.1213936805725098,1.1213936805725098,0,1.6428791284561157,0.5362052321434021,3.010664224624634,2.0083390953159777,0.06426180899143219,8,3.4657359027997265
am_nobeta,43,2,8,16,256,0.5463654398918152,0.5484942197799683,-0.6453065276145935,0.6395398378372192,0.31095200777053833,0.5926467180252075,0.6560463905334473,0.0,0.0,0.0,0,1.6428791284561157,0.5362052321434021,3.010664224624634,2.0083390953159777,1.7011557817459106,8,3.4657359027997265
legacy,43,2,16,16,256,0.6879671812057495,0.7350634932518005,-0.6670517921447754,0.6612474322319031,0.2541375756263733,0.8759040832519531,3.738004446029663,1.7110111713409424,0.4881476163864136,2.9550647735595703,0,1.0,9.2339121238183e-08,0.0017693808767944574,3.485693701555497,1068476864.0,16,2.772588722239781
legacy_fixed_solver,43,2,16,16,256,1.0055387020111084,1.2117881774902344,-0.6552083492279053,0.6544299721717834,0.3957841992378235,1.4324849843978882,0.9993029236793518,-10.21717357635498,-13.815510749816895,-4.5094122886657715,9,1.0,9.2339121238183e-08,0.0017693808767944574,3.485693701555497,0.6974233984947205,16,2.772588722239781
shift,43,2,16,16,256,0.6018355488777161,0.6202555894851685,-0.4647546410560608,0.4647546410560608,0.23265668749809265,0.7482072710990906,0.7704406380653381,-9.62698745727539,-13.815510749816895,-1.149528980255127,10,1.0,9.2339121238183e-08,0.0017693808767944574,3.485693701555497,1674.778564453125,16,2.772588722239781
am,43,2,16,16,256,0.5147419571876526,0.5745148658752441,-0.5492812395095825,0.5466740131378174,0.261263370513916,0.4268365204334259,0.16456547379493713,-0.2163536548614502,-13.815510749816895,1.7894824743270874,1,1.6428791284561157,0.5362052321434021,2.1705148220062256,1.741960658447166,0.3779667615890503,16,2.772588722239781
am_over_m,43,2,16,16,256,0.5483487844467163,0.5992681384086609,-0.5319498181343079,0.5316658616065979,0.22762906551361084,0.5198381543159485,0.5089704990386963,-0.2163536548614502,-13.815510749816895,1.7894824743270874,1,1.6428791284561157,0.5362052321434021,2.1705148220062256,1.741960658447166,0.3779667615890503,16,2.772588722239781
am_logfit,43,2,16,16,256,0.4815077483654022,0.5585300922393799,-0.5664750337600708,0.5423797965049744,0.2533058524131775,0.42175862193107605,0.17429153621196747,0.5397587418556213,-1.1026917695999146,1.6833261251449585,0,1.6428791284561157,0.5362052321434021,2.1705148220062256,1.741960658447166,0.01058226078748703,16,2.772588722239781
am_scalar,43,2,16,16,256,0.5627153515815735,0.5939881801605225,-0.5206747651100159,0.5154954791069031,0.22725757956504822,0.4919258654117584,0.15250840783119202,0.7854718565940857,0.7854718565940857,0.7854718565940857,0,1.6428791284561157,0.5362052321434021,2.1705148220062256,1.741960658447166,0.036924414336681366,16,2.772588722239781
am_nobeta,43,2,16,16,256,0.5627161860466003,0.5939881205558777,-0.5206747055053711,0.5154954791069031,0.22725756466388702,0.5157885551452637,0.5206747651100159,0.0,0.0,0.0,0,1.6428791284561157,0.5362052321434021,2.1705148220062256,1.741960658447166,0.3779667615890503,16,2.772588722239781
legacy,43,2,32,16,256,0.7296475768089294,0.7624638676643372,-0.5541961789131165,0.5529981851577759,0.28658387064933777,1.4276050329208374,0.9986428022384644,-8.82631778717041,-13.815510749816895,-4.576680660247803,12,1.0,9.2339121238183e-08,0.0011985584860667586,3.0536863180764,8.395607948303223,16,2.0794415416798357
legacy_fixed_solver,43,2,32,16,256,1.156232476234436,1.2111324071884155,-0.566274881362915,0.553238570690155,0.4231289029121399,1.4326578378677368,0.9992449283599854,-9.755577087402344,-13.815510749816895,-4.62183952331543,15,1.0,9.2339121238183e-08,0.0011985584860667586,3.0536863180764,0.04793913662433624,16,2.0794415416798357
shift,43,2,32,16,256,0.4175863564014435,0.4419827461242676,-0.3092860281467438,0.3092860281467438,0.14340509474277496,0.6254062056541443,0.7044017910957336,-10.908770561218262,-13.815510749816895,-1.5844932794570923,24,1.0,9.2339121238183e-08,0.0011985584860667586,3.0536863180764,1450.1025390625,16,2.0794415416798357
am,43,2,32,16,256,0.45916351675987244,0.481060266494751,-0.38081762194633484,0.38081762194633484,0.164237380027771,0.3993971347808838,0.11503569781780243,0.38790836930274963,-1.733603596687317,1.2372183799743652,0,1.6428791284561157,0.5362052321434021,1.6181188821792603,1.4189424949022982,0.0393638089299202,16,2.0794415416798357
am_over_m,43,2,32,16,256,0.4212455153465271,0.4484294652938843,-0.3522752821445465,0.3522752821445465,0.1402910351753235,0.37347620725631714,0.333713561296463,0.38790836930274963,-1.733603596687317,1.2372183799743652,0,1.6428791284561157,0.5362052321434021,1.6181188821792603,1.4189424949022982,0.0393638089299202,16,2.0794415416798357
am_logfit,43,2,32,16,256,0.44407129287719727,0.47623738646507263,-0.3977399468421936,0.3977399468421936,0.15899139642715454,0.3797016143798828,0.10980989784002304,0.4310283064842224,-1.377211570739746,1.2053592205047607,0,1.6428791284561157,0.5362052321434021,1.6181188821792603,1.4189424949022982,0.001351089566014707,16,2.0794415416798357
am_scalar,43,2,32,16,256,0.4260079860687256,0.4507881700992584,-0.3504163920879364,0.3504163920879364,0.14019174873828888,0.35175570845603943,0.11455631256103516,0.4938073456287384,0.4938073754310608,0.4938073754310608,0,1.6428791284561157,0.5362052321434021,1.6181188821792603,1.4189424949022982,0.012826798483729362,16,2.0794415416798357
am_nobeta,43,2,32,16,256,0.42600780725479126,0.45078837871551514,-0.3504163920879364,0.3504163920879364,0.14019173383712769,0.37919601798057556,0.3504164516925812,0.0,0.0,0.0,0,1.6428791284561157,0.5362052321434021,1.6181188821792603,1.4189424949022982,0.0393638089299202,16,2.0794415416798357
legacy,44,0,8,16,256,0.6154975891113281,0.696950376033783,-0.7566854953765869,0.7555824518203735,0.3880144953727722,0.725713312625885,3.036135196685791,2.5560834407806396,1.9302575588226318,3.2688231468200684,0,1.0,9.733398087519163e-08,0.002083781873807311,10.307136024488234,3677267456.0,8,3.4657359027997265
legacy_fixed_solver,44,0,8,16,256,0.6676390767097473,0.7111843228340149,-0.7911157011985779,0.7858826518058777,0.4374193847179413,1.5007795095443726,0.9996635913848877,-10.031400680541992,-13.815510749816895,-5.962902545928955,4,1.0,9.733398087519163e-08,0.002083781873807311,10.307136024488234,3.44905424118042,8,3.4657359027997265
shift,44,0,8,16,256,0.6313840746879578,0.6421826481819153,-0.7247987985610962,0.7040858268737793,0.3846008777618408,0.937717616558075,0.8510280251502991,-7.7075700759887695,-13.815510749816895,-2.7757978439331055,3,1.0,9.733398087519163e-08,0.002083781873807311,10.307136024488234,2488.950927734375,8,3.4657359027997265
am,44,0,8,16,256,0.5921609997749329,0.6353612542152405,-0.7609337568283081,0.7529447674751282,0.3960012197494507,0.5523068904876709,0.29785826802253723,-0.872567892074585,-13.815510749816895,1.5720371007919312,1,1.477288007736206,0.6522425413131714,3.248594045639038,3.546609525152003,1.7815232276916504,8,3.4657359027997265
am_over_m,44,0,8,16,256,0.6234647631645203,0.6524449586868286,-0.7403919696807861,0.7396721839904785,0.3821489214897156,0.7846809029579163,0.7403228282928467,-0.872567892074585,-13.815510749816895,1.5720371007919312,1,1.477288007736206,0.6522425413131714,3.248594045639038,3.546609525152003,1.7815232276916504,8,3.4657359027997265
am_logfit,44,0,8,16,256,0.5963379144668579,0.6441110968589783,-0.7640083432197571,0.7635349035263062,0.39613258838653564,0.5314257740974426,0.23753181099891663,-0.39259660243988037,-11.369285583496094,1.7006585597991943,0,1.477288007736206,0.6522425413131714,3.248594045639038,3.546609525152003,0.1455947458744049,8,3.4657359027997265
am_scalar,44,0,8,16,256,0.6224510073661804,0.6505952477455139,-0.7318426966667175,0.7304127216339111,0.3804382085800171,0.5385053157806396,0.2495059370994568,1.3113784790039062,1.3113784790039062,1.3113784790039062,0,1.477288007736206,0.6522425413131714,3.248594045639038,3.546609525152003,0.19401589035987854,8,3.4657359027997265
am_nobeta,44,0,8,16,256,0.6224508881568909,0.6505952477455139,-0.7318426966667175,0.7304127216339111,0.3804382085800171,0.7887063026428223,0.7500603795051575,0.0,0.0,0.0,0,1.477288007736206,0.6522425413131714,3.248594045639038,3.546609525152003,1.7815232276916504,8,3.4657359027997265
legacy,44,0,16,16,256,0.6989438533782959,0.7769202589988708,-0.6926872730255127,0.6897858381271362,0.2848634123802185,0.8796749711036682,4.04992151260376,2.146256923675537,0.9622031450271606,3.2688229084014893,0,1.0,9.733398087519163e-08,0.001389683922752738,8.488524706511479,4865780224.0,16,2.772588722239781
legacy_fixed_solver,44,0,16,16,256,1.0249608755111694,1.0439321994781494,-0.7331047058105469,0.7303295135498047,0.4220505356788635,1.5002955198287964,0.9996344447135925,-10.578781127929688,-13.815510749816895,-5.370222091674805,9,1.0,9.733398087519163e-08,0.001389683922752738,8.488524706511479,2.0445163249969482,16,2.772588722239781
shift,44,0,16,16,256,0.6126728057861328,0.7056986689567566,-0.5346311926841736,0.5294861793518066,0.2721077799797058,0.8624550104141235,0.7907339930534363,-9.710058212280273,-13.815510749816895,-1.3192415237426758,10,1.0,9.733398087519163e-08,0.001389683922752738,8.488524706511479,3806.39111328125,16,2.772588722239781
am,44,0,16,16,256,0.5779468417167664,0.6915969848632812,-0.628207802772522,0.619610607624054,0.317072331905365,0.5241535305976868,0.21325898170471191,-2.27640438079834,-13.815510749816895,1.7217570543289185,3,1.477288007736206,0.6522425413131714,2.3640620708465576,2.951235322825339,0.4475363492965698,16,2.772588722239781
am_over_m,44,0,16,16,256,0.5776264667510986,0.6636231541633606,-0.5825738310813904,0.5816985964775085,0.2698804438114166,0.6406972408294678,0.5916527509689331,-2.27640438079834,-13.815510749816895,1.7217570543289185,3,1.477288007736206,0.6522425413131714,2.3640620708465576,2.951235322825339,0.4475363492965698,16,2.772588722239781
am_logfit,44,0,16,16,256,0.6073181629180908,0.7221910953521729,-0.6643149256706238,0.6572287082672119,0.3365976810455322,0.5259671211242676,0.20727066695690155,-1.761048436164856,-10.904162406921387,1.8753983974456787,0,1.477288007736206,0.6522425413131714,2.3640620708465576,2.951235322825339,0.07736317813396454,16,2.772588722239781
am_scalar,44,0,16,16,256,0.5841231346130371,0.6876673102378845,-0.5702166557312012,0.5684822797775269,0.26728299260139465,0.558061420917511,0.14222344756126404,0.9069551825523376,0.9069551825523376,0.9069551825523376,0,1.477288007736206,0.6522425413131714,2.3640620708465576,2.951235322825339,0.13922278583049774,16,2.772588722239781
am_nobeta,44,0,16,16,256,0.584123432636261,0.6876668930053711,-0.5702166557312012,0.5684822201728821,0.26728299260139465,0.6235153079032898,0.5886224508285522,0.0,0.0,0.0,0,1.477288007736206,0.6522425413131714,2.3640620708465576,2.951235322825339,0.4475363492965698,16,2.772588722239781
legacy,44,0,32,16,256,1.0436242818832397,1.0646435022354126,-0.5994344353675842,0.5561468005180359,0.3733363151550293,1.4980396032333374,0.9990618228912354,-9.377691268920898,-13.815510749816895,-4.416316509246826,14,1.0,9.733398087519163e-08,0.0008968653273768723,5.974023214196044,20.23766326904297,16,2.0794415416798357
legacy_fixed_solver,44,0,32,16,256,1.362346887588501,1.3168119192123413,-0.6925716996192932,0.6905094981193542,0.4566897749900818,1.5000965595245361,0.9995134472846985,-10.893338203430176,-13.815510749816895,-4.667191028594971,20,1.0,9.733398087519163e-08,0.0008968653273768723,5.974023214196044,0.2319526970386505,16,2.0794415416798357
shift,44,0,32,16,256,0.46482986211776733,0.4649330675601959,-0.31610751152038574,0.3108016550540924,0.15939411520957947,0.6898092031478882,0.703441321849823,-10.97559642791748,-13.815510749816895,-1.618087887763977,24,1.0,9.733398087519163e-08,0.0008968653273768723,5.974023214196044,3262.551513671875,16,2.0794415416798357
am,44,0,32,16,256,0.4894629716873169,0.4967609941959381,-0.338498055934906,0.338498055934906,0.17425429821014404,0.42237013578414917,0.08572685718536377,0.40897879004478455,-1.7248157262802124,1.3853727579116821,0,1.477288007736206,0.6522425413131714,1.6163818836212158,1.7869622012786013,0.05937360227108002,16,2.0794415416798357
am_over_m,44,0,32,16,256,0.43539556860923767,0.466238409280777,-0.37839362025260925,0.3748495578765869,0.15265187621116638,0.421389102935791,0.36619070172309875,0.40897879004478455,-1.7248157262802124,1.3853727579116821,0,1.477288007736206,0.6522425413131714,1.6163818836212158,1.7869622012786013,0.05937360227108002,16,2.0794415416798357
