focus_strength,budget,n_pairs,kl_median,kl_ci_lower,kl_ci_upper,kl_ceiling,kl_saturated,js_median,js_ci_lower,js_ci_upper,js_max_possible,noise_floor_kl,noise_floor_js,kl_over_floor,js_over_floor,jaccard_median,h1_criterion_met,beats_sampling_floor,key_sets_distinct
0.0,16,3,14.319485187530518,12.853356838226318,14.443254947662354,18.66754082188389,False,0.608963131904602,0.5504387021064758,0.614529013633728,0.6931,3.759228229522705,0.16470961272716522,3.809155580146462,3.697192421387844,0.06666666666666667,True,True,True
0.0,64,3,7.569729804992676,7.110767364501953,7.58207106590271,18.66754082188389,False,0.4000925123691559,0.3666093349456787,0.41252070665359497,0.6931,3.184114456176758,0.18933340907096863,2.3773422435579876,2.1131638326925573,0.3617021276595745,True,True,True
8.0,16,3,9.01974105834961,8.957725048065186,10.346860408782959,18.66754082188389,False,0.4518192708492279,0.4437604546546936,0.485206663608551,0.6931,0.4273205101490021,0.020597778260707855,21.107671745511404,21.93534007068687,0.10344827586206896,True,True,True
8.0,64,3,9.378593921661377,8.227726459503174,10.29838228225708,18.66754082188389,False,0.4958028793334961,0.4951193034648895,0.5924174785614014,0.6931,4.65917706489563,0.3549406826496124,2.0129292772159255,1.3968612322271856,0.3617021276595745,True,True,True
