spec,family,seed,dest,M,budget,L_s,lam,eval_out_err_median,eval_abs_mass_median,eval_mixture_median,fit_abs_mass_median,beta_mean,beta_std,beta_min,beta_max,beta_span,n_beta_le_m3,n_beta_at_clamp,at_box_lower,at_box_upper,box_bind_rate,clamp_rate,rank_G_numeric,solver_residual,solver_lambda_eff,x_eff_budget_frac,x_eff_loss,v_fit_resid_rel,beta_ideal_mass_preserving
box_lam1e1,箱+λ,42,0,16,32,128,10.0,0.32595667243003845,0.09025810658931732,0.2809469997882843,0.12326840311288834,0.09034480154514313,0.07068320363759995,0.025274278596043587,0.3287450075149536,0.30347072891891,0,0,0,0,0.0,0.0,16,1.1092392206192017,1.875167042016983,0.6659967303276062,0.3340032696723938,0.03378112013250367,1.3862943611198906
nobox_lam1em3,无箱互校,42,0,16,32,128,0.001,0.37211406230926514,0.08777040243148804,0.33493414521217346,0.005617889575660229,-0.6451441049575806,3.5179340839385986,-13.815510749816895,1.233106017112732,15.048616766929626,2,2,2,0,0.0625,0.0625,16,0.002292649820446968,0.0001875167042016983,0.6531444787979126,0.3468555212020874,0.04522541991691111,1.3862943611198906
nobox_lam1em1,无箱互校,42,0,16,32,128,0.1,0.33025646209716797,0.06270864605903625,0.29389870166778564,0.05521506816148758,0.23697376251220703,0.2960929870605469,-1.1329299211502075,0.5806548595428467,1.7135847806930542,0,0,0,0,0.0,0.0,16,0.08532755821943283,0.01875167042016983,0.6972808241844177,0.3027191758155823,0.037811773041646804,1.3862943611198906
scalar,参照,42,0,16,32,128,0.001,0.3170551657676697,0.06920375674962997,0.28353527188301086,0.062024131417274475,0.3052307069301605,0.0,0.3052307069301605,0.3052307069301605,0.0,0,0,0,0,0.0,0.0,16,0.005833609029650688,0.0,0.7211467623710632,0.27885323762893677,0.029022064767322386,1.3862943611198906
nobeta,参照,42,0,16,32,128,0.001,0.31705567240715027,0.2305712103843689,0.2914244532585144,0.2452080100774765,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,16,0.002292649820446968,0.0001875167042016983,0.7211467623710632,0.27885323762893677,0.02902211865201191,1.3862943611198906
box_lam1em3,箱+λ,42,1,8,8,128,0.001,1.2703758478164673,0.31670868396759033,0.9607875943183899,0.3511403799057007,0.05105845630168915,2.028407096862793,-3.0,2.286639451980591,5.286639451980591,2,0,2,0,0.25,0.0,8,1.4480594396591187,0.00033840250968933107,0.6593735814094543,0.34062641859054565,0.2883277781775061,2.772588722239781
box_lam3em3,箱+λ,42,1,8,8,128,0.003,1.2561702728271484,0.32160234451293945,0.9628228545188904,0.34651505947113037,0.12877242267131805,1.914345383644104,-3.0,2.223034143447876,5.223034143447876,1,0,1,0,0.125,0.0,8,1.4569758176803589,0.0010152075290679932,0.6831026673316956,0.31689733266830444,0.28692739916089743,2.772588722239781
box_lam1em2,箱+λ,42,1,8,8,128,0.01,1.099089503288269,0.3153141736984253,0.8765683174133301,0.35111141204833984,0.6822569370269775,0.8786913156509399,-0.4927317798137665,1.8872621059417725,2.379993885755539,0,0,0,0,0.0,0.0,8,1.5557043552398682,0.003384025096893311,0.8210318684577942,0.1789681315422058,0.2094087779283974,2.772588722239781
box_lam3em2,箱+λ,42,1,8,8,128,0.03,1.2765775918960571,0.3077258765697479,1.0139808654785156,0.3324251174926758,0.7402809262275696,0.6415232419967651,-0.5356190204620361,1.3919010162353516,1.9275200366973877,0,0,0,0,0.0,0.0,8,1.6987897157669067,0.010152075290679932,0.8731863498687744,0.12681365013122559,0.18123201799990984,2.772588722239781
box_lam1em1,箱+λ,42,1,8,8,128,0.1,1.185807466506958,0.3284659683704376,0.9623358845710754,0.31396204233169556,0.6898744702339172,0.432928204536438,-0.2280576229095459,1.058141827583313,1.2861994504928589,0,0,0,0,0.0,0.0,8,1.909519910812378,0.03384025096893311,0.8693646788597107,0.1306353211402893,0.19370291105932727,2.772588722239781
