seed,focus_strength,beta_mode,budget,compression_ratio,n_blocks,fixed_length,M,n_eval_queries,n_queries,lhs_median,lhs_mean,rhs_median,rhs_mean,ratio_median,ratio_p5,ratio_min,ratio_max,frac_rhs_ge_lhs,frac_rhs_ge_lhs_tol,frac_at_equality,n_violating,n_violating_strict,rel_tol,lhs_zero_frac,precondition_violation_frac,precondition_margin_median,share_out_median,share_mass_median
42,8.0,full,8,0.03125,2,128,32,48,48,0.37331847347204966,0.44185635474032886,0.8651921946151779,1.2406210379607172,2.3811687512133815,1.3411333198708373,1.241445282016375,7.407223367698764,1.0,1.0,0.0,0,0,1e-09,0.0,0.0625,3.6634806125889785,0.42327783619370074,0.5733716459527538
42,8.0,full,16,0.0625,2,128,32,48,48,0.3531502655674067,0.41986896413438696,0.7278256039300421,1.0563653442016436,2.1132681134501796,1.1618932976240908,1.0113068561084007,6.774304069156512,1.0,1.0,0.0,0,0,1e-09,0.0,0.020833333333333332,3.9226943547967377,0.4735206513399872,0.5237660661089034
42,8.0,full,32,0.125,2,128,32,48,48,0.3109430863226646,0.3660681815885551,0.5003707841984814,0.6443504022848389,1.6496039218517937,1.0315544420423806,1.0040065041481812,4.1858687186716645,1.0,1.0,0.0,0,0,1e-09,0.0,0.020833333333333332,4.9424991965082885,0.6027104970943541,0.38379840040642704
42,8.0,full,64,0.25,2,128,32,48,48,0.25812902087444234,0.3089912386685794,0.41377036468944406,0.5201958104599244,1.5978229861509075,1.0827215400834216,1.0228235869400693,3.0688911804468972,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,5.389068274841796,0.6215943930619907,0.3655642972883075
42,8.0,full,128,0.5,2,128,32,48,48,0.23903524525758085,0.2928273676505693,0.32162914645736057,0.3904076381257067,1.3254629500628718,1.0217023737825426,1.004628888295269,1.968710851861771,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,5.814214620471085,0.7496714746571747,0.2447118557627068
42,8.0,full,256,1.0,2,128,32,48,48,0.2396979808993615,0.29338931082727443,0.31129702774345885,0.3878027897116491,1.2499658131454479,1.0305218577490782,1.004470200879014,1.9521078189257806,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,5.825625097538521,0.7771140519359169,0.20414444449796693
43,0.0,none,8,0.03125,2,128,32,48,48,0.5671273051086988,0.5875584551046463,1.2836163296276788,1.281086329249507,2.162723872592316,1.8573880824618376,1.7760162672151223,2.791024812375571,1.0,1.0,0.0,0,0,1e-09,0.0,1.0,-4.310722681676236,0.23966583784925952,0.7559012552822342
43,0.0,none,16,0.0625,2,128,32,48,48,0.5073230074239069,0.5320197358531384,1.2994531355518277,1.3333068239895685,2.43736540891715,2.0764324619450574,1.9274406274803635,4.248069684847422,1.0,1.0,0.0,0,0,1e-09,0.0,1.0,-3.6322388409523185,0.28236384343060045,0.7170385112384583
43,0.0,none,32,0.125,2,128,32,48,48,0.47420214879299005,0.496166404669016,1.194159644661089,1.290031499859339,2.59051949584324,2.1762325698154914,2.087674486391118,3.85620704820816,1.0,1.0,0.0,0,0,1e-09,0.0,0.9583333333333334,-2.101856673852348,0.2929389457593123,0.7061038142042371
43,0.0,none,64,0.25,2,128,32,48,48,0.3823276545271656,0.3979991866250446,1.0360920629850607,1.0318564251901778,2.5540210568391917,2.236164975469538,2.181746766685422,3.1537152628116893,1.0,1.0,0.0,0,0,1e-09,0.0,0.25,0.7892303111338208,0.2832801904914768,0.7110338160787448
43,0.0,none,128,0.5,2,128,32,48,48,0.26635966417919993,0.27473231290297107,0.7069663063270911,0.7127640617257294,2.539412486989463,2.1884004372809147,2.1724460007386637,3.4473220793807546,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,5.994745473424725,0.3236800405192434,0.6718891880355804
43,0.0,none,256,1.0,2,128,32,48,48,0.21922926280972016,0.21761273620514424,0.21922926280972027,0.2176127362051443,1.0,0.9999999999999996,0.9999999999999993,1.0000000000000004,0.5416666666666666,1.0,1.0,22,0,1e-09,0.0,0.0,17.13230103262778,1.0,0.0
43,0.0,full,8,0.03125,2,128,32,48,48,0.330666347370246,0.32211983222270585,0.7763495815423012,0.7972429676164029,2.422127629897117,1.5105784063192051,1.073530982444455,5.031600702185442,1.0,1.0,0.0,0,0,1e-09,0.0,0.08333333333333333,4.223267726617582,0.3477368121989846,0.6513848850982192
