seed,dest,M,B,L_s,nominal_ratio,retained_mass_fraction,rel_err,mix_err,abs_mass_err,rel_err_oracle,mix_err_oracle,gap_rel,gap_mix,cond_xtx,numeric_rank,rank_upper_bound,beta_mean,beta_clamped
42,0,4,8,256,0.03125,0.29686081409454346,0.7539095282554626,0.6683601140975952,0.3129475712776184,0.47086024284362793,0.4093916118144989,0.24342265725135803,0.20166659355163574,82.7476577758789,8,4,1.12586510181427,0
42,0,4,16,256,0.0625,0.4444652795791626,0.7291527986526489,0.6474010944366455,0.18207606673240662,0.30337274074554443,0.2538178861141205,0.38999342918395996,0.36852923035621643,858.8868408203125,16,4,0.7253687977790833,0
42,0,4,32,256,0.125,0.5965250730514526,0.6739621758460999,0.6164855360984802,0.13277755677700043,0.16280242800712585,0.14491848647594452,0.5316685438156128,0.45479297637939453,3368.205078125,32,4,0.41990044713020325,0
42,0,4,64,256,0.25,0.7497566342353821,0.6622040271759033,0.6098909974098206,0.08831185847520828,0.09976329654455185,0.09625916182994843,0.565040647983551,0.5141988396644592,2766.338134765625,64,4,0.11013321578502655,0
42,0,4,128,256,0.5,0.9033951163291931,0.654850423336029,0.6053678393363953,0.06595432758331299,0.08731312304735184,0.0842566043138504,0.5741186141967773,0.5063780546188354,2488.854736328125,64,4,-0.26789259910583496,0
42,0,8,8,256,0.03125,0.3161390721797943,0.7186033129692078,0.6708604693412781,0.4360823631286621,0.5098763108253479,0.4947756826877594,0.22216388583183289,0.16159489750862122,12413.0751953125,8,8,-0.10351306200027466,3
42,0,8,16,256,0.0625,0.47143101692199707,0.6969526410102844,0.6313703060150146,0.18056561052799225,0.28000831604003906,0.2506812810897827,0.360923707485199,0.3260650634765625,2441.39306640625,16,8,0.6348968148231506,0
42,0,8,32,256,0.125,0.6208081841468811,0.6158229112625122,0.5304718613624573,0.10066781938076019,0.1450394093990326,0.12952779233455658,0.42937904596328735,0.3882443904876709,2050.88134765625,32,8,0.4255792498588562,0
42,0,8,64,256,0.25,0.7585269808769226,0.59328293800354,0.5214850902557373,0.07075630128383636,0.08840624243021011,0.08425893634557724,0.4809509217739105,0.43113401532173157,2471.91259765625,64,8,0.1625477373600006,0
42,0,8,128,256,0.5,0.9202262759208679,0.5824742913246155,0.520479142665863,0.060096509754657745,0.07739290595054626,0.0747053399682045,0.48478466272354126,0.4403548240661621,2069.2978515625,64,8,-0.18604667484760284,0
42,0,16,8,256,0.03125,0.32347172498703003,0.5888413190841675,0.5377095937728882,0.2422955483198166,0.4600783884525299,0.40180647373199463,0.15656375885009766,0.13284772634506226,566.4287719726562,8,8,0.9960435628890991,0
42,0,16,16,256,0.0625,0.4885915517807007,0.5733226537704468,0.4992799460887909,0.13059833645820618,0.29020386934280396,0.25574055314064026,0.2412622570991516,0.21546953916549683,5354.68798828125,16,16,0.37705302238464355,2
42,0,16,32,256,0.125,0.6191763281822205,0.49526673555374146,0.43462949991226196,0.12641771137714386,0.15849396586418152,0.14506743848323822,0.2738172113895416,0.23571115732192993,3602.93212890625,32,16,0.08917040377855301,3
42,0,16,64,256,0.25,0.7620549201965332,0.4608825147151947,0.4117410182952881,0.08228328078985214,0.08874804526567459,0.08232373744249344,0.3536878228187561,0.3199925124645233,2379.444091796875,63,16,0.15236225724220276,0
42,0,16,128,256,0.5,0.9229985475540161,0.45384088158607483,0.4050375819206238,0.05784856528043747,0.0818023756146431,0.07313485443592072,0.3633200526237488,0.3293136954307556,1954.735107421875,64,16,-0.16753146052360535,0
42,0,32,8,256,0.03125,0.32568103075027466,0.498902827501297,0.42923733592033386,0.17339900135993958,0.41538751125335693,0.37307634949684143,0.08150801062583923,0.07200521230697632,175.13015747070312,8,8,1.0125857591629028,0
42,0,32,16,256,0.0625,0.49137312173843384,0.43497613072395325,0.3650311529636383,0.18442761898040771,0.27905362844467163,0.2447630614042282,0.1545504629611969,0.13537123799324036,5007.43896484375,16,16,0.5180051922798157,1
42,0,32,32,256,0.125,0.6253196001052856,0.38959547877311707,0.3267223834991455,0.112364262342453,0.14351022243499756,0.1327553689479828,0.1826688051223755,0.16598288714885712,2617.389404296875,32,32,0.37676331400871277,0
42,0,32,64,256,0.25,0.7682623863220215,0.3025626838207245,0.2603212893009186,0.06431137770414352,0.08294461667537689,0.07550553232431412,0.2151377946138382,0.18511302769184113,2042.58349609375,64,32,0.22328762710094452,0
42,0,32,128,256,0.5,0.9231358766555786,0.2799689471721649,0.2558179497718811,0.037339989095926285,0.0653817430138588,0.061446111649274826,0.216459721326828,0.19285635650157928,1554.6121826171875,64,32,0.007045479491353035,0
42,0,48,8,256,0.03125,0.3391808867454529,0.49428045749664307,0.43017032742500305,0.20696577429771423,0.41162577271461487,0.35943877696990967,0.0580633282661438,0.049479931592941284,44.71356201171875,8,8,1.1127769947052002,0
42,0,48,16,256,0.0625,0.48842066526412964,0.35925859212875366,0.3112490773200989,0.17007531225681305,0.25598660111427307,0.22452355921268463,0.10605119168758392,0.08491697907447815,1041.404296875,16,16,0.6873704195022583,0
42,0,48,32,256,0.125,0.6253196001052856,0.2967870235443115,0.26271089911460876,0.09535487741231918,0.152127206325531,0.13355784118175507,0.13364380598068237,0.11001619696617126,2540.431884765625,32,32,0.4141576886177063,0
42,0,48,64,256,0.25,0.7706408500671387,0.2380552440881729,0.21069402992725372,0.07585325837135315,0.08391080051660538,0.0770459845662117,0.14054282009601593,0.1313437819480896,2041.13525390625,64,48,0.22693541646003723,0
42,0,48,128,256,0.5,0.9272016882896423,0.21365535259246826,0.19263586401939392,0.03364817053079605,0.062393009662628174,0.05810210108757019,0.14254701137542725,0.13242840766906738,1498.3192138671875,64,48,0.028070982545614243,0
42,1,4,8,256,0.03125,0.24343061447143555,0.6882739663124084,0.5711401700973511,0.3243332505226135,0.41162219643592834,0.32270094752311707,0.25526177883148193,0.12859004735946655,437.82489013671875,8,4,1.129472255706787,0
42,1,4,16,256,0.0625,0.3911052346229553,0.6723301410675049,0.5518617630004883,0.20115305483341217,0.3031677305698395,0.25464561581611633,0.3156759738922119,0.19906318187713623,772.5529174804688,16,4,0.7083536386489868,0
42,1,4,32,256,0.125,0.5201571583747864,0.658332884311676,0.5326401591300964,0.14888255298137665,0.1968911737203598,0.18178971111774445,0.4271370768547058,0.28374069929122925,4630.58740234375,32,4,0.41208526492118835,0
42,1,4,64,256,0.25,0.6789774894714355,0.6534321308135986,0.5282598733901978,0.12253331393003464,0.1247469112277031,0.11278890818357468,0.5166569352149963,0.34253552556037903,4357.4951171875,64,4,0.09402304142713547,0
42,1,4,128,256,0.5,0.8727608919143677,0.6744258999824524,0.5291790962219238,0.10408713668584824,0.09894058108329773,0.08838391304016113,0.5653508901596069,0.3852352797985077,3998.08740234375,64,4,-0.27236443758010864,0
42,1,8,8,256,0.03125,0.2602541446685791,0.7054582238197327,0.5479673743247986,0.24524617195129395,0.4090282618999481,0.32907119393348694,0.2520277202129364,0.144463449716568,12816.453125,8,8,0.7863656282424927,1
42,1,8,16,256,0.0625,0.382219523191452,0.849723219871521,0.5970332622528076,0.20544402301311493,0.3533279299736023,0.29760974645614624,0.4208683967590332,0.24194401502609253,8656.708984375,16,8,-0.08715908229351044,4
42,1,8,32,256,0.125,0.5457295775413513,0.5925028920173645,0.4740094542503357,0.1589570939540863,0.18286587297916412,0.16255953907966614,0.4011459946632385,0.27415889501571655,2717.1953125,32,8,0.4699572026729584,0
42,1,8,64,256,0.25,0.6947499513626099,0.5822340250015259,0.45314788818359375,0.1367960274219513,0.11086022853851318,0.09876038134098053,0.4666334092617035,0.3422465920448303,3561.529052734375,64,8,0.18529684841632843,0
42,1,8,128,256,0.5,0.8907233476638794,0.5834171772003174,0.46780985593795776,0.08727515488862991,0.08563988655805588,0.07751535624265671,0.4989772140979767,0.3764090836048126,3133.731689453125,64,8,-0.17227037250995636,0
42,1,16,8,256,0.03125,0.24840721487998962,0.5218532681465149,0.4111449122428894,0.2900782525539398,0.41827085614204407,0.3551195561885834,0.11382505297660828,0.05928635597229004,5318.13818359375,8,8,1.0663379430770874,0
42,1,16,16,256,0.0625,0.36048564314842224,0.590493381023407,0.4563445746898651,0.23267963528633118,0.35457220673561096,0.2815340757369995,0.22927507758140564,0.1253843903541565,11259.7841796875,16,16,0.5037148594856262,2
42,1,16,32,256,0.125,0.5266477465629578,0.48867830634117126,0.3831191956996918,0.15754692256450653,0.19460442662239075,0.16744330525398254,0.29061681032180786,0.20267288386821747,4325.11572265625,32,16,0.46428537368774414,1
42,1,16,64,256,0.25,0.708919882774353,0.4537656605243683,0.32930368185043335,0.129039466381073,0.10314146429300308,0.09491457790136337,0.3399183750152588,0.24306076765060425,3476.911376953125,64,16,0.21630096435546875,0
42,1,16,128,256,0.5,0.904546856880188,0.4325522780418396,0.3163719177246094,0.08626898378133774,0.08054851740598679,0.06989721953868866,0.3668951988220215,0.25699523091316223,2920.5693359375,64,16,-0.1338169127702713,0
42,1,32,8,256,0.03125,0.2645949423313141,0.47230127453804016,0.37455371022224426,0.2303299754858017,0.38642996549606323,0.31507959961891174,0.06927797198295593,0.04007023572921753,43.41497039794922,8,8,1.195865511894226,0
42,1,32,16,256,0.0625,0.3972625434398651,0.39884379506111145,0.30615922808647156,0.14688852429389954,0.27829959988594055,0.21406516432762146,0.11323235929012299,0.07669389247894287,197.3718719482422,16,16,0.8617838621139526,0
42,1,32,32,256,0.125,0.5469646453857422,0.38277432322502136,0.2708420753479004,0.11085127294063568,0.1682056486606598,0.13712847232818604,0.180693119764328,0.1286609172821045,2540.958251953125,32,32,0.527691125869751,0
42,1,32,64,256,0.25,0.7280517816543579,0.31755921244621277,0.22827312350273132,0.07163869589567184,0.08881551027297974,0.07318907231092453,0.21904489398002625,0.1548565924167633,1924.045654296875,64,32,0.23338738083839417,0
42,1,32,128,256,0.5,0.9089251160621643,0.2867065966129303,0.22389528155326843,0.03924960270524025,0.06875217705965042,0.05459955334663391,0.22404128313064575,0.15569797158241272,1616.911376953125,64,32,-0.04912467300891876,0
42,1,48,8,256,0.03125,0.2655119001865387,0.44392454624176025,0.3677738904953003,0.21490493416786194,0.4098990559577942,0.3211847245693207,0.04805254936218262,0.024618983268737793,60.53606033325195,8,8,1.168868899345398,0
42,1,48,16,256,0.0625,0.3972625434398651,0.35862788558006287,0.2785300612449646,0.1554396152496338,0.27831268310546875,0.20565898716449738,0.07408136129379272,0.049304455518722534,185.46929931640625,16,16,0.8401241302490234,0
42,1,48,32,256,0.125,0.5449172854423523,0.3323855400085449,0.2353202849626541,0.07661787420511246,0.16870316863059998,0.13974688947200775,0.1416507363319397,0.09052900969982147,1269.434814453125,32,32,0.5996723175048828,0
42,1,48,64,256,0.25,0.7364273071289062,0.24399155378341675,0.17955714464187622,0.03963705152273178,0.07543454319238663,0.060151372104883194,0.15794456005096436,0.10904189199209213,1907.6309814453125,64,48,0.32662609219551086,0
42,1,48,128,256,0.5,0.9092632532119751,0.21894153952598572,0.1594560593366623,0.02159290574491024,0.06181052699685097,0.045903947204351425,0.15844817459583282,0.11219290643930435,1647.0780029296875,64,48,0.05148964375257492,0
42,2,4,8,256,0.03125,0.20558814704418182,0.7592106461524963,0.6508315801620483,0.35440903902053833,0.5017290711402893,0.46449393033981323,0.2163514494895935,0.15858176350593567,96.95381164550781,8,4,1.1510459184646606,0
42,2,4,16,256,0.0625,0.339543879032135,0.7363429069519043,0.639221727848053,0.24798917770385742,0.3624296188354492,0.34083548188209534,0.33950889110565186,0.25318068265914917,1638.7415771484375,16,4,0.7179867625236511,0
42,2,4,32,256,0.125,0.46942225098609924,0.7287015318870544,0.6237276196479797,0.20318813621997833,0.22933436930179596,0.22795222699642181,0.4684928059577942,0.3771120011806488,2530.90185546875,32,4,0.39130133390426636,0
42,2,4,64,256,0.25,0.6448459029197693,0.7192099690437317,0.6210340261459351,0.15334317088127136,0.11990662664175034,0.12643080949783325,0.5912437438964844,0.46907076239585876,2450.9833984375,64,4,0.0898057147860527,0
42,2,4,128,256,0.5,0.8727007508277893,0.7048630714416504,0.6168003082275391,0.09688524156808853,0.09396809339523315,0.09359437227249146,0.6239298582077026,0.49279940128326416,2017.2998046875,64,4,-0.25631406903266907,0
