seed,focus_strength,budget,nominal_compression_ratio,projection_dim,reference_projection_dim,M,n_fit_queries,n_eval_queries,selection_jaccard_vs_noprojection,selection_jaccard_vs_max_dp,jl_distortion_mean,jl_distortion_p95,nearest_repr_dist_median,nearest_eval_dist_median,coverage_ratio,coverage_frac_within_radius,eps_mass_abscommon_median,eps_mass_abscommon_mean,eps_out_rel_median,eps_out_rel_mean
45,0.0,16,0.0625,16,64,32,48,48,0.5609756097560976,0.6,0.11720677967380226,0.2815000896301015,6.173111191857972,6.1310512890178,1.0068601453252404,0.4583333333333333,0.3951161028420144,0.39381733659521356,0.7259344701931968,0.7342083347776193
45,0.0,16,0.0625,32,64,32,48,48,0.6,0.6410256410256411,0.08268263493474785,0.2056454795435877,6.459073165031776,6.1310512890178,1.0535017341317123,0.3333333333333333,0.351039226490829,0.40529993940091663,0.7074810127667872,0.7175662516904527
45,0.0,16,0.0625,64,64,32,48,48,0.7297297297297297,1.0,0.06117722781434077,0.15179708283954851,6.364598289035519,6.1310512890178,1.0380924883853149,0.3958333333333333,0.3691666785318924,0.37529882577209345,0.719293884708111,0.7583272820451645
45,0.0,16,0.0625,,64,32,48,48,1.0,,0.0,0.0,6.416003341240361,6.1310512890178,1.0464768664930162,0.2916666666666667,,,,
45,0.0,32,0.125,4,64,32,48,48,0.4883720930232558,0.4883720930232558,0.25761890646866853,0.6136541137206324,6.310271922412832,6.1310512890178,1.0292316317292973,0.3958333333333333,0.24224071319706086,0.29395282803750183,0.760419425399805,0.7970337752777085
45,0.0,32,0.125,8,64,32,48,48,0.45454545454545453,0.5238095238095238,0.17021876404708727,0.4143876894139088,6.310271922412832,6.1310512890178,1.0292316317292973,0.375,0.2419165106571239,0.29244758118018227,0.7897974857609219,0.8322372901178957
45,0.0,32,0.125,16,64,32,48,48,0.5609756097560976,0.6,0.11720677967380226,0.2815000896301015,6.173111191857972,6.1310512890178,1.0068601453252404,0.4583333333333333,0.2566870807963328,0.27692565634366506,0.701477781608031,0.7425583800131207
45,0.0,32,0.125,32,64,32,48,48,0.6,0.6410256410256411,0.08268263493474785,0.2056454795435877,6.459073165031776,6.1310512890178,1.0535017341317123,0.3333333333333333,0.2518012892271101,0.26765365967184274,0.7739049263489447,0.7852717008539333
45,0.0,32,0.125,64,64,32,48,48,0.7297297297297297,1.0,0.06117722781434077,0.15179708283954851,6.364598289035519,6.1310512890178,1.0380924883853149,0.3958333333333333,0.25844654197940997,0.2926103136923168,0.7487467308105717,0.7896883096034853
45,0.0,32,0.125,,64,32,48,48,1.0,,0.0,0.0,6.416003341240361,6.1310512890178,1.0464768664930162,0.2916666666666667,,,,
45,0.0,64,0.25,4,64,32,48,48,0.4883720930232558,0.4883720930232558,0.25761890646866853,0.6136541137206324,6.310271922412832,6.1310512890178,1.0292316317292973,0.3958333333333333,0.13310087318882857,0.15302695887540385,0.7003304778415811,0.721628714680654
45,0.0,64,0.25,8,64,32,48,48,0.45454545454545453,0.5238095238095238,0.17021876404708727,0.4143876894139088,6.310271922412832,6.1310512890178,1.0292316317292973,0.375,0.16425991216461214,0.16512712139461375,0.7146482400102937,0.7454744158634475
45,0.0,64,0.25,16,64,32,48,48,0.5609756097560976,0.6,0.11720677967380226,0.2815000896301015,6.173111191857972,6.1310512890178,1.0068601453252404,0.4583333333333333,0.17554364327191674,0.1808366953826576,0.6801748233759103,0.7167613310199782
45,0.0,64,0.25,32,64,32,48,48,0.6,0.6410256410256411,0.08268263493474785,0.2056454795435877,6.459073165031776,6.1310512890178,1.0535017341317123,0.3333333333333333,0.2042886449838037,0.22120603004299763,0.6989243454128208,0.7099532557146029
45,0.0,64,0.25,64,64,32,48,48,0.7297297297297297,1.0,0.06117722781434077,0.15179708283954851,6.364598289035519,6.1310512890178,1.0380924883853149,0.3958333333333333,0.15814664571544812,0.17537698306425897,0.7367147744651455,0.7686759865386202
45,0.0,64,0.25,,64,32,48,48,1.0,,0.0,0.0,6.416003341240361,6.1310512890178,1.0464768664930162,0.2916666666666667,,,,
45,8.0,16,0.0625,4,64,32,48,48,0.45454545454545453,0.5238095238095238,0.25761890646866853,0.6136541137206324,6.171919172288357,6.1310512890177975,1.0066657219688828,0.4375,0.1806144420290894,0.181777576039979,0.37165344458916305,0.42781539944263597
45,8.0,16,0.0625,8,64,32,48,48,0.5609756097560976,0.6842105263157895,0.1702187640470873,0.4143876894139087,6.364598289035521,6.1310512890177975,1.0380924883853158,0.2916666666666667,0.14466835744527476,0.18559561454747278,0.4031891521196437,0.44495584064917315
45,8.0,16,0.0625,16,64,32,48,48,0.5609756097560976,0.5609756097560976,0.11720677967380226,0.2815000896301014,6.482340715020726,6.1310512890177975,1.0572967684402046,0.3333333333333333,0.1779969513839435,0.20082032865609808,0.4319694641344624,0.4717862858275628
45,8.0,16,0.0625,32,64,32,48,48,0.5609756097560976,0.7297297297297297,0.08268263493474785,0.20564547954358792,6.4132984801409005,6.1310512890177975,1.046035692382419,0.3333333333333333,0.1824230944505248,0.18193477359210755,0.41809402055849526,0.4470433756046306
45,8.0,16,0.0625,64,64,32,48,48,0.5609756097560976,1.0,0.061177227814340755,0.1517970828395483,6.310271922412835,6.1310512890177975,1.0292316317292984,0.4166666666666667,0.15803724426883595,0.19228063742100623,0.3642322643670336,0.4058816410105263
45,8.0,16,0.0625,,64,32,48,48,1.0,,0.0,0.0,6.4304291747543445,6.1310512890177975,1.048829780020232,0.2916666666666667,,,,
45,8.0,32,0.125,4,64,32,48,48,0.45454545454545453,0.5238095238095238,0.25761890646866853,0.6136541137206324,6.171919172288357,6.1310512890177975,1.0066657219688828,0.4375,0.07698900560197633,0.09912460195138473,0.381164587443538,0.41949628746152695
45,8.0,32,0.125,8,64,32,48,48,0.5609756097560976,0.6842105263157895,0.1702187640470873,0.4143876894139087,6.364598289035521,6.1310512890177975,1.0380924883853158,0.2916666666666667,0.08267035493603705,0.10163651828425624,0.3412118225917047,0.37822290789666807
45,8.0,32,0.125,16,64,32,48,48,0.5609756097560976,0.5609756097560976,0.11720677967380226,0.2815000896301014,6.482340715020726,6.1310512890177975,1.0572967684402046,0.3333333333333333,0.07924341714901004,0.09295991598658297,0.38085955227790014,0.41487619894618444
45,8.0,32,0.125,32,64,32,48,48,0.5609756097560976,0.7297297297297297,0.08268263493474785,0.20564547954358792,6.4132984801409005,6.1310512890177975,1.046035692382419,0.3333333333333333,0.08086149722757831,0.09728359251758983,0.3598586654341225,0.4118960989644794
45,8.0,32,0.125,64,64,32,48,48,0.5609756097560976,1.0,0.061177227814340755,0.1517970828395483,6.310271922412835,6.1310512890177975,1.0292316317292984,0.4166666666666667,0.09167005020312055,0.10833898360717797,0.351710768725395,0.3666242858367739
45,8.0,32,0.125,,64,32,48,48,1.0,,0.0,0.0,6.4304291747543445,6.1310512890177975,1.048829780020232,0.2916666666666667,,,,
45,8.0,64,0.25,4,64,32,48,48,0.45454545454545453,0.5238095238095238,0.25761890646866853,0.6136541137206324,6.171919172288357,6.1310512890177975,1.0066657219688828,0.4375,0.06624038427294142,0.07834749550500346,0.2656280375663386,0.29495625610995085
45,8.0,64,0.25,8,64,32,48,48,0.5609756097560976,0.6842105263157895,0.1702187640470873,0.4143876894139087,6.364598289035521,6.1310512890177975,1.0380924883853158,0.2916666666666667,0.06109568797109745,0.07457164100417703,0.2763519411155217,0.31500744692176214
45,8.0,64,0.25,16,64,32,48,48,0.5609756097560976,0.5609756097560976,0.11720677967380226,0.2815000896301014,6.482340715020726,6.1310512890177975,1.0572967684402046,0.3333333333333333,0.04549246720286947,0.06678476869689971,0.306763183562137,0.320790931604302
45,8.0,64,0.25,32,64,32,48,48,0.5609756097560976,0.7297297297297297,0.08268263493474785,0.20564547954358792,6.4132984801409005,6.1310512890177975,1.046035692382419,0.3333333333333333,0.050157773549278376,0.0701702809789729,0.2959481147483529,0.3176415181820388
45,8.0,64,0.25,64,64,32,48,48,0.5609756097560976,1.0,0.061177227814340755,0.1517970828395483,6.310271922412835,6.1310512890177975,1.0292316317292984,0.4166666666666667,0.059606944051763325,0.07705043818717457,0.27973403014875886,0.3047901838898041
45,8.0,64,0.25,,64,32,48,48,1.0,,0.0,0.0,6.4304291747543445,6.1310512890177975,1.048829780020232,0.2916666666666667,,,,
46,0.0,16,0.0625,4,64,32,48,48,0.6,0.4883720930232558,0.2916011177724609,0.6936542416475531,6.31237664173984,6.113336932949359,1.0325582756148568,0.3125,0.3842993485052234,0.3977908240504509,0.776615768008891,0.8044369972265257
46,0.0,16,0.0625,8,64,32,48,48,0.6,0.6410256410256411,0.18642838658347763,0.44147102711447617,6.229089982883128,6.113336932949359,1.018934511740858,0.4166666666666667,0.3499270325882498,0.38382528606352834,0.7490672767410084,0.7843876006457174
46,0.0,16,0.0625,16,64,32,48,48,0.5609756097560976,0.6410256410256411,0.13119421911992818,0.3298334362976433,6.307608312449828,6.113336932949359,1.031778287640644,0.3541666666666667,0.4226222754189094,0.4123288313261724,0.7374662976608536,0.7600351898792012
46,0.0,16,0.0625,32,64,32,48,48,0.5609756097560976,0.6410256410256411,0.09505076016569518,0.2227035315943715,6.31237664173984,6.113336932949359,1.0325582756148568,0.375,0.4176531098670194,0.4302107306123486,0.7637605818658564,0.7847691743886053
46,0.0,16,0.0625,64,64,32,48,48,0.5609756097560976,1.0,0.06768566564962712,0.16520910546027467,6.18279052324372,6.113336932949359,1.0113609949942415,0.3958333333333333,0.3292532988872519,0.3687743818784856,0.756921959668941,0.7891117547273366
46,0.0,16,0.0625,,64,32,48,48,1.0,,0.0,0.0,6.18279052324372,6.113336932949359,1.0113609949942415,0.4166666666666667,,,,
46,0.0,32,0.125,4,64,32,48,48,0.6,0.4883720930232558,0.2916011177724609,0.6936542416475531,6.31237664173984,6.113336932949359,1.0325582756148568,0.3125,0.30137690200922435,0.28643412912335914,0.8620719367521877,0.900922462064897
46,0.0,32,0.125,8,64,32,48,48,0.6,0.6410256410256411,0.18642838658347763,0.44147102711447617,6.229089982883128,6.113336932949359,1.018934511740858,0.4166666666666667,0.24633424127844722,0.24789097209854663,0.8136039945300833,0.8475422105934713
46,0.0,32,0.125,16,64,32,48,48,0.5609756097560976,0.6410256410256411,0.13119421911992818,0.3298334362976433,6.307608312449828,6.113336932949359,1.031778287640644,0.3541666666666667,0.24545880270288908,0.2888878701433154,0.7579316129676004,0.7620463243457968
46,0.0,32,0.125,32,64,32,48,48,0.5609756097560976,0.6410256410256411,0.09505076016569518,0.2227035315943715,6.31237664173984,6.113336932949359,1.0325582756148568,0.375,0.25421314372980736,0.2605622496278645,0.7376438566953301,0.737979676248559
46,0.0,32,0.125,64,64,32,48,48,0.5609756097560976,1.0,0.06768566564962712,0.16520910546027467,6.18279052324372,6.113336932949359,1.0113609949942415,0.3958333333333333,0.1800672145874992,0.20010831504804893,0.7554394503600687,0.7991049839205372
46,0.0,32,0.125,,64,32,48,48,1.0,,0.0,0.0,6.18279052324372,6.113336932949359,1.0113609949942415,0.4166666666666667,,,,
46,0.0,64,0.25,4,64,32,48,48,0.6,0.4883720930232558,0.2916011177724609,0.6936542416475531,6.31237664173984,6.113336932949359,1.0325582756148568,0.3125,0.17680226377361927,0.1852839944597048,0.6962787472713217,0.7077263360936016
46,0.0,64,0.25,8,64,32,48,48,0.6,0.6410256410256411,0.18642838658347763,0.44147102711447617,6.229089982883128,6.113336932949359,1.018934511740858,0.4166666666666667,0.1834105583093249,0.20063953340638538,0.6980298557997557,0.7182150201018667
46,0.0,64,0.25,16,64,32,48,48,0.5609756097560976,0.6410256410256411,0.13119421911992818,0.3298334362976433,6.307608312449828,6.113336932949359,1.031778287640644,0.3541666666666667,0.15534012029470995,0.17272965718535105,0.7225944541944996,0.7249416604770477
46,0.0,64,0.25,32,64,32,48,48,0.5609756097560976,0.6410256410256411,0.09505076016569518,0.2227035315943715,6.31237664173984,6.113336932949359,1.0325582756148568,0.375,0.17707146115010022,0.18532598175220616,0.6896046719996028,0.7183466430010571
46,0.0,64,0.25,64,64,32,48,48,0.5609756097560976,1.0,0.06768566564962712,0.16520910546027467,6.18279052324372,6.113336932949359,1.0113609949942415,0.3958333333333333,0.15847197148323863,0.15942455904972622,0.6772879956431119,0.6818428053811415
46,0.0,64,0.25,,64,32,48,48,1.0,,0.0,0.0,6.18279052324372,6.113336932949359,1.0113609949942415,0.4166666666666667,,,,
46,8.0,16,0.0625,4,64,32,48,48,0.45454545454545453,0.4222222222222222,0.29160111777246084,0.693654241647553,6.2735163543664445,6.113336932949357,1.0262016347492209,0.3541666666666667,0.1879353570393085,0.19915775257789523,0.5919753140974275,0.5982280797340905
46,8.0,16,0.0625,8,64,32,48,48,0.5238095238095238,0.4883720930232558,0.18642838658347763,0.44147102711447617,6.302490802088973,6.113336932949357,1.0309411817495437,0.375,0.1658774087977696,0.18956468079534786,0.5086441244354837,0.5321505171934501
46,8.0,16,0.0625,16,64,32,48,48,0.6,0.6842105263157895,0.13119421911992823,0.32983343629764306,6.13703174339803,6.113336932949357,1.0038759209098977,0.4375,0.19471262356559,0.2077551650388966,0.5130280316213454,0.5132440768941273
46,8.0,16,0.0625,32,64,32,48,48,0.6410256410256411,0.6842105263157895,0.09505076016569518,0.22270353159437128,6.31237664173984,6.113336932949357,1.032558275614857,0.375,0.2320501033428579,0.21832560319824257,0.47738337608314085,0.505914090335022
46,8.0,16,0.0625,64,64,32,48,48,0.7297297297297297,1.0,0.06768566564962714,0.16520910546027456,6.229089982883124,6.113336932949357,1.0189345117408577,0.4166666666666667,0.19495395028674217,0.2120637476025058,0.4765262594248221,0.506800549729669
46,8.0,16,0.0625,,64,32,48,48,1.0,,0.0,0.0,6.443988461402666,6.113336932949357,1.0540869139193239,0.2708333333333333,,,,
46,8.0,32,0.125,4,64,32,48,48,0.45454545454545453,0.4222222222222222,0.29160111777246084,0.693654241647553,6.2735163543664445,6.113336932949357,1.0262016347492209,0.3541666666666667,0.11895552767073049,0.12565206333608195,0.5056471251941896,0.5046056603456559
46,8.0,32,0.125,8,64,32,48,48,0.5238095238095238,0.4883720930232558,0.18642838658347763,0.44147102711447617,6.302490802088973,6.113336932949357,1.0309411817495437,0.375,0.0981848921701885,0.12747036751710925,0.4138636891875018,0.4538365108385593
46,8.0,32,0.125,16,64,32,48,48,0.6,0.6842105263157895,0.13119421911992823,0.32983343629764306,6.13703174339803,6.113336932949357,1.0038759209098977,0.4375,0.10384355433913842,0.12369033348624366,0.5028872610038455,0.5215073026515847
46,8.0,32,0.125,32,64,32,48,48,0.6410256410256411,0.6842105263157895,0.09505076016569518,0.22270353159437128,6.31237664173984,6.113336932949357,1.032558275614857,0.375,0.09609539020124547,0.12037696794464954,0.5052589843749866,0.495797724330811
46,8.0,32,0.125,64,64,32,48,48,0.7297297297297297,1.0,0.06768566564962714,0.16520910546027456,6.229089982883124,6.113336932949357,1.0189345117408577,0.4166666666666667,0.09809077257455089,0.11373191822292983,0.4703796817059269,0.45807975081028207
46,8.0,32,0.125,,64,32,48,48,1.0,,0.0,0.0,6.443988461402666,6.113336932949357,1.0540869139193239,0.2708333333333333,,,,
46,8.0,64,0.25,4,64,32,48,48,0.45454545454545453,0.4222222222222222,0.29160111777246084,0.693654241647553,6.2735163543664445,6.113336932949357,1.0262016347492209,0.3541666666666667,0.04617151354214058,0.06469066695496689,0.3612567659690517,0.3822433649279929
46,8.0,64,0.25,8,64,32,48,48,0.5238095238095238,0.4883720930232558,0.18642838658347763,0.44147102711447617,6.302490802088973,6.113336932949357,1.0309411817495437,0.375,0.05636980679023726,0.08536596107479422,0.3705243392645083,0.377818392889782
46,8.0,64,0.25,16,64,32,48,48,0.6,0.6842105263157895,0.13119421911992823,0.32983343629764306,6.13703174339803,6.113336932949357,1.0038759209098977,0.4375,0.05078564433204394,0.06712980264040243,0.4130128472173124,0.4165708744850249
46,8.0,64,0.25,32,64,32,48,48,0.6410256410256411,0.6842105263157895,0.09505076016569518,0.22270353159437128,6.31237664173984,6.113336932949357,1.032558275614857,0.375,0.04930007839397528,0.06389247288906767,0.3750319779691527,0.37926365686029134
46,8.0,64,0.25,64,64,32,48,48,0.7297297297297297,1.0,0.06768566564962714,0.16520910546027456,6.229089982883124,6.113336932949357,1.0189345117408577,0.4166666666666667,0.0708138865676831,0.07906858745812216,0.37923351191087046,0.37881441735559496
46,8.0,64,0.25,,64,32,48,48,1.0,,0.0,0.0,6.443988461402666,6.113336932949357,1.0540869139193239,0.2708333333333333,,,,
