spec,family,seed,dest,M,budget,L_s,eval_out_err_median,eval_abs_mass_median,eval_mixture_median,fit_abs_mass_median,beta_mean,beta_std,beta_min,beta_max,n_beta_le_m3,n_beta_le_m7,n_beta_at_clamp,frac_beta_le_m3,clamp_rate,support_size,rank_G_numeric,rank_upper_bound,cond_G,solver_residual,x_eff_budget,x_eff_budget_frac,x_eff_loss,x_col_mean_ratio,v_fit_resid_rel,beta_ideal_mass_preserving
box77,约束族,43,1,8,64,256,0.6455553770065308,0.12968172132968903,0.5437220931053162,0.11199073493480682,-0.2376662641763687,0.6320682168006897,-1.6940181255340576,1.1449884176254272,0,0,0,0.0,0.0,64,8,8,6.861958327713034,2.7070069563706056e-07,31.93656349182129,0.49900880455970764,0.5009911954402924,0.005064821811026067,0.021987885589049495,1.3862943611198906
box33_lam1em2,约束族,43,1,8,64,256,0.6315915584564209,0.10026437789201736,0.53823322057724,0.08947248756885529,0.023738397285342216,0.3551255464553833,-0.5573878288269043,1.0087531805038452,0,0,0,0.0,0.0,64,8,8,6.861958327713034,2.6597608666634187e-05,38.81377029418945,0.6064651608467102,0.3935348391532898,0.018573355634855238,0.023274138797928,1.3862943611198906
noridge,正则族,43,1,8,64,256,0.648707926273346,0.13494347035884857,0.5453215837478638,0.11383172869682312,-0.2929484248161316,0.6977530717849731,-2.055420160293579,1.1629252433776855,0,0,0,0.0,0.0,64,8,8,6.861958327713034,2.5011104298755527e-12,30.943382263183594,0.48349034786224365,0.5165096521377563,0.00345427599300204,0.021807299899237183,1.3862943611198906
lam1em4,正则族,43,1,8,64,256,0.6483802199363708,0.13441431522369385,0.5450389385223389,0.11364980787038803,-0.286959707736969,0.6903749704360962,-2.0121731758117676,1.1611205339431763,0,0,0,0.0,0.0,64,8,8,6.861958327713034,2.7980604500044137e-09,31.043880462646484,0.4850606322288513,0.5149393677711487,0.0036146125832994106,0.021825650701059154,1.3862943611198906
lam1em2,正则族,43,1,8,64,256,0.6323453783988953,0.10163214057683945,0.5384276509284973,0.0904495045542717,0.011345082893967628,0.367683082818985,-0.5999788641929626,1.0173848867416382,0,0,0,0.0,0.0,64,8,8,6.861958327713034,2.6594760129228234e-05,38.39448928833008,0.5999138951301575,0.40008610486984253,0.0176067480810432,0.023191839231504155,1.3862943611198906
lam1em1,正则族,43,1,8,64,256,0.6356937289237976,0.07398059964179993,0.5344419479370117,0.058063432574272156,0.2068789303302765,0.16679900884628296,-0.05805286765098572,0.7775499820709229,0,0,0,0.0,0.0,64,8,8,6.861958327713034,0.002230155747383833,46.481563568115234,0.7262744307518005,0.27372556924819946,0.04150886549042382,0.025136846652594132,1.3862943611198906
scalar,对照,43,1,8,64,256,0.6320812702178955,0.05255737900733948,0.5271221399307251,0.048539210110902786,0.29140958189964294,0.0,0.29140958189964294,0.29140958189964294,0,0,0,0.0,0.0,64,8,8,6.861958327713034,0.0035463967360556126,50.87326431274414,0.7948947548866272,0.2051052451133728,0.06422772399801328,0.026369627847150648,1.3862943611198906
nobeta,对照,43,1,8,64,256,0.6320812106132507,0.2693064212799072,0.539873480796814,0.2537264823913574,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,64,8,8,6.861958327713034,2.706883037717489e-07,50.87326431274414,0.7948947548866272,0.2051052451133728,0.06422772399801328,0.026369627847150648,1.3862943611198906
unbound,基准,43,1,16,8,256,0.7369493246078491,0.4411489963531494,0.6236492395401001,0.37146711349487305,-0.6852403283119202,5.355567455291748,-13.815510749816895,1.807533621788025,1,1,1,0.125,0.125,7,8,8,9.592385830089547,4.666648864746094,5.883890628814697,0.7354863286018372,0.26451367139816284,1.4095565544923393e-07,0.4110347543213515,3.4657359027997265
box33,约束族,43,1,16,8,256,0.7382065653800964,0.4395163953304291,0.6243395209312439,0.3690223693847656,0.6654390096664429,1.6511579751968384,-3.0,1.7993495464324951,1,0,0,0.125,0.0,7,8,8,9.592385830089547,4.670398712158203,5.955102920532227,0.7443878650665283,0.2556121349334717,0.00699656133041608,0.40335376496268527,3.4657359027997265
box77,约束族,43,1,16,8,256,0.736954927444458,0.44111907482147217,0.6236507296562195,0.37137800455093384,0.16667558252811432,2.9866349697113037,-7.0,1.8073841333389282,1,1,0,0.125,0.0,7,8,8,9.592385830089547,4.666715621948242,5.886177062988281,0.7357721328735352,0.26422786712646484,0.0001285277835044592,0.4110295979925511,3.4657359027997265
box33_lam1em2,约束族,43,1,16,8,256,0.7383459806442261,0.4421411454677582,0.6252230405807495,0.3712463080883026,0.6681404113769531,1.6386092901229858,-3.0,1.781950831413269,1,0,0,0.125,0.0,7,8,8,9.592385830089547,4.676036834716797,5.966796398162842,0.7458495497703552,0.2541504502296448,0.007002623931927217,0.40336601817413553,3.4657359027997265
noridge,正则族,43,1,16,8,256,0.7369697690010071,0.440859317779541,0.6235507726669312,0.37108758091926575,-0.6856245398521423,5.35592794418335,-13.815510749816895,1.809505581855774,1,1,1,0.125,0.125,7,8,8,9.592385830089547,4.666586875915527,5.8824872970581055,0.7353109121322632,0.2646890878677368,1.4094086562965693e-07,0.41102646538419396,3.4657359027997265
lam1em4,正则族,43,1,16,8,256,0.7369676828384399,0.4408882260322571,0.6235606670379639,0.37112534046173096,-0.6855853796005249,5.355891704559326,-13.815510749816895,1.809308409690857,1,1,1,0.125,0.125,7,8,8,9.592385830089547,4.666588306427002,5.882628440856934,0.7353285551071167,0.2646714448928833,1.4094242703566308e-07,0.41102729705012947,3.4657359027997265
lam1em2,正则族,43,1,16,8,256,0.7369040846824646,0.4437994658946991,0.6245304942131042,0.3751448094844818,-0.6825530529022217,5.3524885177612305,-13.815510749816895,1.7899169921875,1,1,1,0.125,0.125,7,8,8,9.592385830089547,4.672330379486084,5.895110130310059,0.7368887662887573,0.2631112337112427,1.4107233490885892e-07,0.4111231326881015,3.4657359027997265
lam1em1,正则族,43,1,16,8,256,0.7345512509346008,0.4058980345726013,0.6261119842529297,0.4136756658554077,1.0562572479248047,0.5229812860488892,0.09195631742477417,1.5957236289978027,0,0,0,0.0,0.0,8,8,8,9.592385830089547,5.2071075439453125,6.730945587158203,0.8413681983947754,0.1586318016052246,0.12033371130398607,0.36835634756264524,3.4657359027997265
scalar,对照,43,1,16,8,256,0.7477800846099854,0.2818096876144409,0.599105179309845,0.24453309178352356,1.4524586200714111,1.2744008870413381e-07,1.4524587392807007,1.4524587392807007,0,0,0,0.0,0.0,8,8,8,9.592385830089547,0.16395203769207,7.305710315704346,0.9132137894630432,0.08678621053695679,0.2896172384586981,0.3663224530728872,3.4657359027997265
nobeta,对照,43,1,16,8,256,0.7477802038192749,0.7989510297775269,0.7949374914169312,0.7897464036941528,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,7,8,8,9.592385830089547,4.666648864746094,7.305710315704346,0.9132137894630432,0.08678621053695679,0.2896172384586981,0.366322480795085,3.4657359027997265
unbound,基准,43,1,16,16,256,0.6483349204063416,0.28773102164268494,0.56759113073349,0.1540885716676712,-3.5635464191436768,7.17214822769165,-13.815510749816895,2.1281301975250244,5,5,5,0.3125,0.3125,11,16,16,574.5287419305677,1.1604747772216797,8.478357315063477,0.5298973321914673,0.4701026678085327,6.314635666570819e-08,0.22666994084299485,2.772588722239781
box33,约束族,43,1,16,16,256,0.6470170617103577,0.28373926877975464,0.5660814642906189,0.15182214975357056,-0.18910729885101318,2.078397750854492,-3.0,2.124631404876709,5,0,0,0.3125,0.0,11,16,16,574.5287419305677,1.1683217287063599,8.731274604797363,0.5457046627998352,0.4542953372001648,0.0031696404378883216,0.22628745767924013,2.772588722239781
box77,约束族,43,1,16,16,256,0.6483401656150818,0.28765812516212463,0.5675786137580872,0.15411122143268585,-1.433795690536499,3.937361001968384,-7.0,2.128066301345825,5,5,0,0.3125,0.0,11,16,16,574.5287419305677,1.1606178283691406,8.486191749572754,0.5303869843482971,0.4696130156517029,5.759060936394807e-05,0.22667760603070072,2.772588722239781
box33_lam1em2,约束族,43,1,16,16,256,0.6448794603347778,0.2851041257381439,0.562764585018158,0.17246200144290924,0.08136576414108276,1.7751924991607666,-3.0,2.0277130603790283,3,0,0,0.1875,0.0,13,16,16,574.5287419305677,1.2107646465301514,9.329593658447266,0.5830996036529541,0.4169003963470459,0.0031990237801519193,0.21250847190361394,2.772588722239781
noridge,正则族,43,1,16,16,256,0.6491191387176514,0.28529635071754456,0.5667178630828857,0.15095491707324982,-3.566723346710205,7.171261787414551,-13.815510749816895,2.1391429901123047,5,5,5,0.3125,0.3125,11,16,16,574.5287419305677,1.1600170135498047,8.453042984008789,0.5283151865005493,0.4716848134994507,6.320014068376773e-08,0.22726025732404093,2.772588722239781
lam1em4,正则族,43,1,16,16,256,0.6490351557731628,0.28554680943489075,0.5668110847473145,0.15154115855693817,-3.566375255584717,7.171361446380615,-13.815510749816895,2.138044834136963,5,5,5,0.3125,0.3125,11,16,16,574.5287419305677,1.1600233316421509,8.455687522888184,0.5284804701805115,0.4715195298194885,6.319455226602173e-08,0.22719091024611585,2.772588722239781
lam1em2,正则族,43,1,16,16,256,0.6453650593757629,0.28691336512565613,0.5632784366607666,0.17276301980018616,-1.9488060474395752,5.958025932312012,-13.815510749816895,2.0304017066955566,3,3,3,0.1875,0.1875,13,16,16,574.5287419305677,1.203809380531311,9.137223243713379,0.5710764527320862,0.4289235472679138,6.381567239135112e-08,0.21373056341259278,2.772588722239781
lam1em1,正则族,43,1,16,16,256,0.6447396278381348,0.24354152381420135,0.5725886225700378,0.23702841997146606,0.7248790264129639,0.5311998724937439,-0.39400696754455566,1.471577763557434,0,0,0,0.0,0.0,16,16,16,574.5287419305677,2.0562448501586914,12.411344528198242,0.7757090330123901,0.22429096698760986,0.06422099621844721,0.15632960429109374,2.772588722239781
scalar,对照,43,1,16,16,256,0.6963859796524048,0.14073888957500458,0.5779464840888977,0.19897998869419098,1.010024070739746,0.0,1.010024070739746,1.010024070739746,0,0,0,0.0,0.0,16,16,16,574.5287419305677,0.07305972278118134,14.203073501586914,0.8876920938491821,0.11230790615081787,0.13851747411893142,0.13570178023080343,2.772588722239781
nobeta,对照,43,1,16,16,256,0.6963873505592346,0.6332524418830872,0.6858144402503967,0.6486566066741943,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,11,16,16,574.5287419305677,1.1604747772216797,14.203073501586914,0.8876920938491821,0.11230790615081787,0.13851747411893142,0.13570169706420987,2.772588722239781
unbound,基准,43,1,16,32,256,0.6778609156608582,0.1499951034784317,0.5622228980064392,0.07578951120376587,-0.6213247776031494,3.6344990730285645,-13.815510749816895,1.8234012126922607,2,2,2,0.0625,0.0625,30,16,16,23.9533441173343,0.0074783978052437305,21.095638275146484,0.6592386960983276,0.34076130390167236,1.1571705718300529e-07,0.06310612506435627,2.0794415416798357
box33,约束族,43,1,16,32,256,0.6801528334617615,0.1492120921611786,0.5617222189903259,0.07467206567525864,0.058693841099739075,1.3609178066253662,-3.0,1.8184814453125,2,0,0,0.0625,0.0,30,16,16,23.9533441173343,0.007669585756957531,21.308237075805664,0.665882408618927,0.334117591381073,0.005788956428907871,0.06307161785858083,2.0794415416798357
box77,约束族,43,1,16,32,256,0.6779027581214905,0.149980828166008,0.5622223019599915,0.07576912641525269,-0.19526852667331696,2.101311445236206,-7.0,1.823311448097229,2,2,0,0.0625,0.0,30,16,16,23.9533441173343,0.007481792941689491,21.102148056030273,0.659442126750946,0.34055787324905396,0.00010552958005417251,0.06310741414655635,2.0794415416798357
box33_lam1em2,约束族,43,1,16,32,256,0.5952401757240295,0.14099352061748505,0.5192076563835144,0.05950541794300079,0.28219303488731384,1.1011556386947632,-3.0,1.6857178211212158,2,0,0,0.0625,0.0,30,16,16,23.9533441173343,0.0301690474152565,23.737834930419922,0.7418073415756226,0.25819265842437744,0.0065764022584963566,0.04704734543875604,2.0794415416798357
noridge,正则族,43,1,16,32,256,0.6894443035125732,0.1529012769460678,0.562496542930603,0.077596515417099,-0.7435722947120667,3.685818672180176,-13.815510749816895,1.8444299697875977,2,2,2,0.0625,0.0625,30,16,16,23.9533441173343,0.005640598479658365,20.516613006591797,0.6411441564559937,0.35885584354400635,1.1340036838785748e-07,0.0645596692031958,2.0794415416798357
lam1em4,正则族,43,1,16,32,256,0.6887394189834595,0.15259312093257904,0.5624838471412659,0.0774027556180954,-0.7251956462860107,3.6765246391296387,-13.815510749816895,1.8422605991363525,2,2,2,0.0625,0.0625,30,16,16,23.9533441173343,0.005813544616103172,20.582000732421875,0.6431875228881836,0.3568124771118164,1.136371536199016e-07,0.06445664658543081,2.0794415416798357
lam1em2,正则族,43,1,16,32,256,0.5937609076499939,0.14448076486587524,0.5186543464660645,0.059943534433841705,-0.39234304428100586,3.587294816970825,-13.815510749816895,1.6883666515350342,2,2,2,0.0625,0.0625,30,16,16,23.9533441173343,0.029477674514055252,23.53075408935547,0.7353360652923584,0.2646639347076416,1.317744489963254e-07,0.046822688212643654,2.0794415416798357
lam1em1,正则族,43,1,16,32,256,0.5441798567771912,0.12790152430534363,0.47137075662612915,0.1149735301733017,0.1089048907160759,2.567197322845459,-13.815510749816895,1.2377440929412842,1,1,1,0.03125,0.03125,31,16,16,23.9533441173343,0.25993186235427856,26.159574508666992,0.8174867033958435,0.1825132966041565,1.9739163144439098e-07,0.03354599400933613,2.0794415416798357
scalar,对照,43,1,16,32,256,0.5250911712646484,0.09574765712022781,0.461231529712677,0.11022771894931793,0.6027626395225525,6.055837786789198e-08,0.6027625799179077,0.6027625799179077,0,0,0,0.0,0.0,32,16,16,23.9533441173343,0.023880431428551674,27.492961883544922,0.8591550588607788,0.1408449411392212,0.07245498307871684,0.03012128724920136,2.0794415416798357
nobeta,对照,43,1,16,32,256,0.5250919461250305,0.4568416476249695,0.5110440850257874,0.4644557535648346,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,30,16,16,23.9533441173343,0.0074783978052437305,27.492961883544922,0.8591550588607788,0.1408449411392212,0.07245498307871684,0.030121283783926627,2.0794415416798357
unbound,基准,43,1,16,64,256,0.5590600371360779,0.10839208215475082,0.4787929356098175,0.03660884499549866,-0.15989181399345398,1.8691757917404175,-13.815510749816895,1.3727017641067505,2,1,1,0.03125,0.015625,63,16,16,18.94222031334608,1.5808003809070215e-05,41.215599060058594,0.6439937353134155,0.3560062646865845,2.1738243162934755e-07,0.0392714491357458,1.3862943611198906
box33,约束族,43,1,16,64,256,0.5594930648803711,0.10661594569683075,0.47893959283828735,0.029157554730772972,0.02960360050201416,0.7557781338691711,-3.0,1.3604614734649658,1,0,0,0.015625,0.0,63,16,16,18.94222031334608,1.592863554833457e-05,41.84870147705078,0.6538859605789185,0.34611403942108154,0.004192017641511505,0.03899834736888822,1.3862943611198906
box77,约束族,43,1,16,64,256,0.5590675473213196,0.10835883021354675,0.4787956178188324,0.03647933155298233,-0.05302182957530022,1.1242365837097168,-7.0,1.3724795579910278,2,1,0,0.03125,0.0,63,16,16,18.94222031334608,1.5807952877366915e-05,41.230045318603516,0.6442194581031799,0.35578054189682007,0.00019829931771477447,0.039266868042550876,1.3862943611198906
box33_lam1em2,约束族,43,1,16,64,256,0.5570016503334045,0.08136335015296936,0.4760875403881073,0.023695385083556175,0.15793202817440033,0.5628979802131653,-3.0,1.2162702083587646,1,0,0,0.015625,0.0,63,16,16,18.94222031334608,0.0005982824950478971,45.443634033203125,0.7100567817687988,0.28994321823120117,0.011790374286719849,0.0367411124574157,1.3862943611198906
noridge,正则族,43,1,16,64,256,0.5587000250816345,0.11065290123224258,0.4789424240589142,0.036825526505708694,-0.35093459486961365,2.5141305923461914,-13.815510749816895,1.3928295373916626,2,2,2,0.03125,0.03125,62,16,16,18.94222031334608,2.56704629464366e-06,40.58891677856445,0.6342018246650696,0.3657981753349304,6.555444133535419e-08,0.03961868352493256,1.3862943611198906
lam1em4,正则族,43,1,16,64,256,0.5587400197982788,0.11038950085639954,0.47888094186782837,0.03703020140528679,-0.23721781373023987,2.017012357711792,-13.815510749816895,1.3908367156982422,2,1,1,0.03125,0.015625,63,16,16,18.94222031334608,3.3409451134502888e-06,40.65035629272461,0.635161817073822,0.364838182926178,2.1532934955275097e-07,0.03958387484025549,1.3862943611198906
lam1em2,正则族,43,1,16,64,256,0.557008683681488,0.08365771174430847,0.47702598571777344,0.02560129575431347,-0.015744009986519814,1.7972935438156128,-13.815510749816895,1.2235320806503296,1,1,1,0.015625,0.015625,63,16,16,18.94222031334608,0.0005877521471120417,45.015220642089844,0.7033628225326538,0.2966371774673462,2.329066220579715e-07,0.03687391564622247,1.3862943611198906
lam1em1,正则族,43,1,16,64,256,0.5410932898521423,0.08637659251689911,0.4727073311805725,0.025611288845539093,0.2532442808151245,0.3677397668361664,-2.192990303039551,0.8864543437957764,0,0,0,0.0,0.0,64,16,16,18.94222031334608,0.019465290009975433,49.25969314575195,0.7696827054023743,0.23031729459762573,0.02674437895822025,0.034453889058417515,1.3862943611198906
scalar,对照,43,1,16,64,256,0.5329773426055908,0.05535426735877991,0.4623301923274994,0.04643845185637474,0.29421281814575195,0.0,0.29421281814575195,0.29421281814575195,0,0,0,0.0,0.0,64,16,16,18.94222031334608,0.004304235335439444,50.25564193725586,0.7852444052696228,0.2147555947303772,0.05965645967929303,0.03252836064006028,1.3862943611198906
nobeta,对照,43,1,16,64,256,0.5329769849777222,0.2346883863210678,0.46291080117225647,0.25313475728034973,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,63,16,16,18.94222031334608,1.5808003809070215e-05,50.25564193725586,0.7852444052696228,0.2147555947303772,0.05965645967929303,0.032528391827532865,1.3862943611198906
unbound,基准,43,1,32,8,256,0.6334245800971985,0.29277047514915466,0.5406486392021179,0.29876890778541565,1.215723991394043,0.4821305572986603,0.8757199645042419,2.2997307777404785,0,0,0,0.0,0.0,8,8,8,10.970948193327649,5.430319786071777,7.308969020843506,0.9136211276054382,0.08637887239456177,0.2863024513131219,0.4576500943957176,3.4657359027997265
box33,约束族,43,1,32,8,256,0.633424699306488,0.29277047514915466,0.5406485795974731,0.2987687885761261,1.215723991394043,0.4821305572986603,0.8757199048995972,2.2997307777404785,0,0,0,0.0,0.0,8,8,8,10.970948193327649,5.430319786071777,7.308969020843506,0.9136211276054382,0.08637887239456177,0.28630248614320125,0.4576500943957176,3.4657359027997265
box77,约束族,43,1,32,8,256,0.6334244608879089,0.2927703857421875,0.5406485795974731,0.29876890778541565,1.215723991394043,0.4821304976940155,0.8757197856903076,2.2997305393218994,0,0,0,0.0,0.0,8,8,8,10.970948193327649,5.430319786071777,7.308969974517822,0.9136212468147278,0.08637875318527222,0.28630266535129695,0.4576500943957176,3.4657359027997265
box33_lam1em2,约束族,43,1,32,8,256,0.6312327980995178,0.29900556802749634,0.5396750569343567,0.30605047941207886,1.2094829082489014,0.4589149057865143,0.8737386465072632,2.2192296981811523,0,0,0,0.0,0.0,8,8,8,10.970948193327649,5.453219890594482,7.345786094665527,0.9182232618331909,0.08177673816680908,0.29260430510287,0.4579081656967909,3.4657359027997265
noridge,正则族,43,1,32,8,256,0.633720874786377,0.29201146960258484,0.5407582521438599,0.3052574396133423,1.2163417339324951,0.4849831163883209,0.8761966824531555,2.3094980716705322,0,0,0,0.0,0.0,8,8,8,10.970948193327649,5.430034160614014,7.303829669952393,0.9129787087440491,0.08702129125595093,0.28579542175048467,0.45761506532715085,3.4657359027997265
lam1em4,正则族,43,1,32,8,256,0.6336906552314758,0.29208850860595703,0.5407472252845764,0.3054145872592926,1.2162809371948242,0.4846947193145752,0.8761457800865173,2.3085126876831055,0,0,0,0.0,0.0,8,8,8,10.970948193327649,5.430037975311279,7.304355621337891,0.9130444526672363,0.08695554733276367,0.28584365315589927,0.4576186000064053,3.4657359027997265
lam1em2,正则族,43,1,32,8,256,0.6312328577041626,0.29900556802749634,0.5396749973297119,0.30605047941207886,1.209483027458191,0.4589148461818695,0.8737389445304871,2.2192296981811523,0,0,0,0.0,0.0,8,8,8,10.970948193327649,5.453219413757324,7.345786094665527,0.9182232618331909,0.08177673816680908,0.2926045774226825,0.4579081656967909,3.4657359027997265
lam1em1,正则族,43,1,32,8,256,0.6270741820335388,0.3401966392993927,0.5444552898406982,0.3508414030075073,1.1406080722808838,0.3122178614139557,0.8404330015182495,1.7509970664978027,0,0,0,0.0,0.0,8,8,8,10.970948193327649,6.162713527679443,7.4270453453063965,0.9283806681632996,0.07161933183670044,0.276523779711949,0.45891153801909246,3.4657359027997265
scalar,对照,43,1,32,8,256,0.6279841065406799,0.24441497027873993,0.5407633781433105,0.2744728624820709,1.508643627166748,0.0,1.508643627166748,1.508643627166748,0,0,0,0.0,0.0,8,8,8,10.970948193327649,0.17321355640888214,7.378724098205566,0.9223405122756958,0.0776594877243042,0.2889141470466403,0.4590074906604272,3.4657359027997265
nobeta,对照,43,1,32,8,256,0.6279841661453247,0.7743934392929077,0.7726038694381714,0.7872326970100403,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,8,8,10.970948193327649,5.430319786071777,7.378724098205566,0.9223405122756958,0.0776594877243042,0.2889141470466403,0.4590074906604272,3.4657359027997265
unbound,基准,43,1,32,16,256,0.5290523171424866,0.16953247785568237,0.459323912858963,0.10503608733415604,-0.18741410970687866,3.7509682178497314,-13.815510749816895,1.9971624612808228,1,1,1,0.0625,0.0625,15,16,16,41.51553675460661,1.2253460884094238,12.309621810913086,0.7693513631820679,0.23064863681793213,1.2490082399018128e-07,0.2906353081572605,2.772588722239781
box33,约束族,43,1,32,16,256,0.526833176612854,0.16875723004341125,0.4592433571815491,0.10716616362333298,0.4827532172203064,1.3210259675979614,-3.0,1.995173454284668,1,0,0,0.0625,0.0,15,16,16,41.51553675460661,1.2272952795028687,12.343945503234863,0.771496593952179,0.22850340604782104,0.006232912816950716,0.2911415814583427,2.772588722239781
box77,约束族,43,1,32,16,256,0.5290115475654602,0.16951823234558105,0.45933371782302856,0.10507474839687347,0.23845040798187256,2.1421685218811035,-7.0,1.9971247911453247,1,1,0,0.0625,0.0,15,16,16,41.51553675460661,1.225381851196289,12.311018943786621,0.7694386839866638,0.23056131601333618,0.00011389976348798345,0.290647897969886,2.772588722239781
box33_lam1em2,约束族,43,1,32,16,256,0.5271121859550476,0.17748606204986572,0.46538451313972473,0.11834114044904709,0.5665491223335266,1.222674012184143,-3.0,1.778536081314087,1,0,0,0.0625,0.0,15,16,16,41.51553675460661,1.264784812927246,13.275976181030273,0.8297485113143921,0.1702514886856079,0.007536565672929058,0.2877375264743025,2.772588722239781
noridge,正则族,43,1,32,16,256,0.5283976793289185,0.1660836637020111,0.4586080312728882,0.10839248448610306,-0.2028113305568695,3.7527828216552734,-13.815510749816895,2.0281083583831787,1,1,1,0.0625,0.0625,15,16,16,41.51553675460661,1.224070429801941,12.144359588623047,0.7590224742889404,0.24097752571105957,1.2164660869294628e-07,0.2906612225192104,2.772588722239781
lam1em4,正则族,43,1,32,16,256,0.5284368991851807,0.1664387732744217,0.4585871994495392,0.10828598588705063,-0.20112283527851105,3.7525839805603027,-13.815510749816895,2.0249340534210205,1,1,1,0.0625,0.0625,15,16,16,41.51553675460661,1.2241482734680176,12.161883354187012,0.7601177096366882,0.23988229036331177,1.2197554150701524e-07,0.29065409358745564,2.772588722239781
lam1em2,正则族,43,1,32,16,256,0.5273922085762024,0.177284836769104,0.46642807126045227,0.11829052865505219,-0.10518813133239746,3.7342472076416016,-13.815510749816895,1.7812385559082031,1,1,1,0.0625,0.0625,15,16,16,41.51553675460661,1.2629140615463257,13.233115196228027,0.8270696997642517,0.1729303002357483,1.5094811245279517e-07,0.2873768501861066,2.772588722239781
lam1em1,正则族,43,1,32,16,256,0.5556620955467224,0.21268939971923828,0.47451892495155334,0.1363774985074997,0.785329282283783,0.44347628951072693,-0.3937108814716339,1.3085079193115234,0,0,0,0.0,0.0,16,16,16,41.51553675460661,1.6981537342071533,14.910507202148438,0.9319067001342773,0.06809329986572266,0.10883390205733397,0.2747393591062094,2.772588722239781
scalar,对照,43,1,32,16,256,0.5812448859214783,0.14974059164524078,0.4859814941883087,0.17631381750106812,0.9912200570106506,6.155941179031288e-08,0.9912201166152954,0.9912201166152954,0,0,0,0.0,0.0,16,16,16,41.51553675460661,0.0847170501947403,14.753500938415527,0.9220938086509705,0.07790619134902954,0.25202137651407025,0.27776009996862616,2.772588722239781
nobeta,对照,43,1,32,16,256,0.581244945526123,0.631394624710083,0.6057241559028625,0.6187788844108582,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,15,16,16,41.51553675460661,1.2253460884094238,14.753500938415527,0.9220938086509705,0.07790619134902954,0.25202137651407025,0.27776008011087755,2.772588722239781
unbound,基准,43,1,32,32,256,0.5080047845840454,0.09607264399528503,0.4236242175102234,0.03651886060833931,-0.31668174266815186,3.623647689819336,-13.815510749816895,1.743784785270691,2,2,2,0.0625,0.0625,30,32,32,824.7578525597166,0.10192473232746124,26.614171981811523,0.8316928744316101,0.1683071255683899,2.2291198010040142e-07,0.11695117789808389,2.0794415416798357
box33,约束族,43,1,32,32,256,0.5082674622535706,0.0981179028749466,0.424209326505661,0.03790827840566635,0.3555450141429901,1.1715664863586426,-3.0,1.745462417602539,2,0,0,0.0625,0.0,30,32,32,824.7578525597166,0.10307355225086212,26.81157875061035,0.8378618359565735,0.1621381640434265,0.011061573455459295,0.11720604217275496,2.0794415416798357
box77,约束族,43,1,32,32,256,0.5080084800720215,0.09611018747091293,0.42363619804382324,0.03654445707798004,0.10921993851661682,2.0172438621520996,-7.0,1.7438158988952637,2,2,0,0.0625,0.0,30,32,32,824.7578525597166,0.10194556415081024,26.62139892578125,0.8319187164306641,0.16808128356933594,0.00020325703784789925,0.11695915078415507,2.0794415416798357
box33_lam1em2,约束族,43,1,32,32,256,0.5081726908683777,0.0978654995560646,0.42173686623573303,0.03005237691104412,0.4043363928794861,1.0718610286712646,-3.0,1.6143277883529663,2,0,0,0.0625,0.0,30,32,32,824.7578525597166,0.11575249582529068,27.47187614440918,0.8584961295127869,0.14150387048721313,0.010789175328047901,0.1122699023093898,2.0794415416798357
noridge,正则族,43,1,32,32,256,0.5089889168739319,0.09840147942304611,0.42381271719932556,0.035851214081048965,-0.3351890444755554,3.634120225906372,-13.815510749816895,1.760546088218689,2,2,2,0.0625,0.0625,30,32,32,824.7578525597166,0.10104285925626755,26.481435775756836,0.8275448679924011,0.17245513200759888,2.236787323423416e-07,0.11750654948263047,2.0794415416798357
lam1em4,正则族,43,1,32,32,256,0.5089312791824341,0.09790633618831635,0.42379313707351685,0.03574652969837189,-0.3328114151954651,3.632648229598999,-13.815510749816895,1.7588436603546143,2,2,2,0.0625,0.0625,30,32,32,824.7578525597166,0.10112442821264267,26.495784759521484,0.8279932737350464,0.1720067262649536,2.2360049387104917e-07,0.1174523080422733,2.0794415416798357
lam1em2,正则族,43,1,32,32,256,0.5066498517990112,0.09851101040840149,0.42157796025276184,0.03095436282455921,-0.26858851313591003,3.602421522140503,-13.815510749816895,1.6126846075057983,2,2,2,0.0625,0.0625,30,32,32,824.7578525597166,0.1145755723118782,27.264081954956055,0.8520025610923767,0.1479974389076233,2.1743359222895403e-07,0.11204833947915548,2.0794415416798357
lam1em1,正则族,43,1,32,32,256,0.4613412022590637,0.10341332852840424,0.3985280394554138,0.08049881458282471,0.506635844707489,0.4772034287452698,-1.3446463346481323,1.0653493404388428,0,0,0,0.0,0.0,32,32,32,824.7578525597166,0.3095034062862396,28.523805618286133,0.8913689255714417,0.10863107442855835,0.051245662197949265,0.08825888570704506,2.0794415416798357
