spec,family,seed,dest,M,budget,L_s,eval_out_err_median,eval_abs_mass_median,eval_mixture_median,fit_abs_mass_median,beta_mean,beta_std,beta_min,beta_max,n_beta_le_m3,n_beta_le_m7,n_beta_at_clamp,frac_beta_le_m3,clamp_rate,support_size,rank_G_numeric,rank_upper_bound,cond_G,solver_residual,x_eff_budget,x_eff_budget_frac,x_eff_loss,x_col_mean_ratio,v_fit_resid_rel,beta_ideal_mass_preserving
lam1em2,正则族,45,1,32,64,256,0.40704545378685,0.05186235532164574,0.34128379821777344,0.007284563034772873,0.004953470081090927,0.9880610108375549,-4.249787330627441,1.044103741645813,2,0,0,0.03125,0.0,64,32,32,64.87453854995407,0.013795649632811546,43.47214889526367,0.6792523264884949,0.3207476735115051,0.0011678450779182056,0.07478034627686211,1.3862943611198906
lam1em1,正则族,45,1,32,64,256,0.35604414343833923,0.060971613973379135,0.3047201931476593,0.022119896486401558,0.2607053518295288,0.2765792906284332,-0.5727677941322327,0.7566063404083252,0,0,0,0.0,0.0,64,32,32,64.87453854995407,0.11525294184684753,50.47968673706055,0.788745105266571,0.21125489473342896,0.07704493086630124,0.0562602689720396,1.3862943611198906
scalar,对照,45,1,32,64,256,0.3364935517311096,0.052850816398859024,0.27816101908683777,0.03256729990243912,0.27648699283599854,0.0,0.27648699283599854,0.27648699283599854,0,0,0,0.0,0.0,64,32,32,64.87453854995407,0.004496965557336807,50.497127532958984,0.7890176177024841,0.21098238229751587,0.0651716719377114,0.05275184311893985,1.3862943611198906
nobeta,对照,45,1,32,64,256,0.3364931046962738,0.23538154363632202,0.3008372485637665,0.24416308104991913,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,60,32,32,64.87453854995407,0.0087110735476017,50.497127532958984,0.7890176177024841,0.21098238229751587,0.06517166527337635,0.05275181710705463,1.3862943611198906
unbound,基准,45,2,8,8,256,0.5504143834114075,0.3058478832244873,0.45460808277130127,0.2823861539363861,-0.7017325162887573,5.3250813484191895,-13.815510749816895,2.0093133449554443,1,1,1,0.125,0.125,7,8,8,1998.439699418687,0.6315590739250183,6.086681842803955,0.7608352303504944,0.23916476964950562,6.12132040616457e-08,0.1415799502674507,3.4657359027997265
box33,约束族,45,2,8,8,256,0.5507643222808838,0.3050902187824249,0.4551072418689728,0.28169018030166626,0.6495921611785889,1.5673820972442627,-3.0,2.0120131969451904,1,0,0,0.125,0.0,7,8,8,1998.439699418687,0.6354717016220093,6.121379375457764,0.7651724219322205,0.23482757806777954,0.003047534985680474,0.14153290495286364,3.4657359027997265
box77,约束族,45,2,8,8,256,0.5504136681556702,0.30583399534225464,0.4546342194080353,0.28237342834472656,0.15019521117210388,2.9371066093444824,-7.0,2.0093626976013184,1,1,0,0.125,0.0,7,8,8,1998.439699418687,0.6316308379173279,6.087698936462402,0.7609623670578003,0.2390376329421997,5.581919900944283e-05,0.14158231308145688,3.4657359027997265
box33_lam1em2,约束族,45,2,8,8,256,0.5475502610206604,0.29998940229415894,0.43224769830703735,0.26341333985328674,0.6096272468566895,1.5239224433898926,-3.0,1.9514561891555786,1,0,0,0.125,0.0,7,8,8,1998.439699418687,0.6652554273605347,6.022057056427002,0.7527571320533752,0.24724286794662476,0.003052675892351308,0.14533596379786776,3.4657359027997265
noridge,正则族,45,2,8,8,256,0.5587847828865051,0.30528876185417175,0.45379114151000977,0.2894591689109802,-0.7036192417144775,5.330134868621826,-13.815510749816895,2.0160326957702637,1,1,1,0.125,0.125,7,8,8,1998.439699418687,0.6263411641120911,6.080081462860107,0.7600101828575134,0.23998981714248657,6.119781867071038e-08,0.14229738498593741,3.4657359027997265
lam1em4,正则族,45,2,8,8,256,0.5578492283821106,0.3053516149520874,0.4544309973716736,0.2886583209037781,-0.7030921578407288,5.329598903656006,-13.815510749816895,2.0153648853302,1,1,1,0.125,0.125,7,8,8,1998.439699418687,0.6269122958183289,6.081738471984863,0.7602173089981079,0.2397826910018921,6.119940032602793e-08,0.14217143012216582,3.4657359027997265
lam1em2,正则族,45,2,8,8,256,0.5474790930747986,0.2980053126811981,0.4326969087123871,0.26412543654441833,-0.7418548464775085,5.301022052764893,-13.815510749816895,1.948809027671814,1,1,1,0.125,0.125,7,8,8,1998.439699418687,0.660944938659668,5.987320423126221,0.7484150528907776,0.2515849471092224,6.131900179767423e-08,0.14542786038546476,3.4657359027997265
lam1em1,正则族,45,2,8,8,256,0.5441545248031616,0.29593780636787415,0.423312246799469,0.27025100588798523,0.8354096412658691,0.6417752504348755,-0.45670995116233826,1.5597809553146362,0,0,0,0.0,0.0,8,8,8,1998.439699418687,1.2311795949935913,6.1466755867004395,0.7683344483375549,0.23166555166244507,0.0388822734999566,0.12832880831944526,3.4657359027997265
scalar,对照,45,2,8,8,256,0.5733469128608704,0.21006441116333008,0.43322575092315674,0.2961011230945587,1.2174525260925293,0.0,1.2174525260925293,1.2174525260925293,0,0,0,0.0,0.0,8,8,8,1998.439699418687,0.1049259603023529,6.837742805480957,0.8547178506851196,0.14528214931488037,0.1364669609431903,0.1122978410090491,3.4657359027997265
nobeta,对照,45,2,8,8,256,0.5733471512794495,0.7224121689796448,0.6910434365272522,0.7358503341674805,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,7,8,8,1998.439699418687,0.6315590739250183,6.837742805480957,0.8547178506851196,0.14528214931488037,0.1364669742577455,0.1122978241318062,3.4657359027997265
unbound,基准,45,2,8,16,256,0.6192815899848938,0.18571674823760986,0.5184491276741028,0.20158424973487854,-1.2992777824401855,5.1616950035095215,-13.815510749816895,2.0703365802764893,3,2,2,0.1875,0.125,14,8,8,35.80928898872068,0.005370595492422581,10.75355339050293,0.6720970869064331,0.3279029130935669,7.976852528083761e-08,0.02831964439850932,2.772588722239781
box33,约束族,45,2,8,16,256,0.6215946078300476,0.1858833134174347,0.5199963450431824,0.20229904353618622,0.1918027400970459,1.7141075134277344,-3.0,2.072657346725464,2,0,0,0.125,0.0,14,8,8,35.80928898872068,0.005343460477888584,10.89754867553711,0.6810967922210693,0.31890320777893066,0.0039719195865634575,0.028324376355487742,2.772588722239781
box77,约束族,45,2,8,16,256,0.6192744970321655,0.18571977317333221,0.5184840559959412,0.20159728825092316,-0.43834388256073,3.037172794342041,-7.0,2.070378541946411,3,2,0,0.1875,0.0,14,8,8,35.80928898872068,0.0053701018914580345,10.757620811462402,0.6723513007164001,0.32764869928359985,7.273962464509076e-05,0.028319779416452532,2.772588722239781
box33_lam1em2,约束族,45,2,8,16,256,0.6036656498908997,0.18103688955307007,0.45703861117362976,0.1917833685874939,0.47158578038215637,1.1947015523910522,-3.0,1.6942908763885498,1,0,0,0.0625,0.0,15,8,8,35.80928898872068,0.06638547778129578,11.348312377929688,0.7092695236206055,0.29073047637939453,0.004164539253231255,0.031454579609473295,2.772588722239781
noridge,正则族,45,2,8,16,256,0.6354156136512756,0.20247073471546173,0.5233294367790222,0.19895298779010773,-1.0937222242355347,4.5885009765625,-13.815510749816895,2.129465103149414,3,2,1,0.1875,0.0625,15,8,8,35.80928898872068,0.0021694586612284184,10.697123527526855,0.6685702204704285,0.33142977952957153,8.188164755647494e-08,0.028489068711028284,2.772588722239781
lam1em4,正则族,45,2,8,16,256,0.6334909200668335,0.20175495743751526,0.523226797580719,0.1992250382900238,-1.3771207332611084,5.228646755218506,-13.815510749816895,2.123359203338623,3,2,2,0.1875,0.125,14,8,8,35.80928898872068,0.0024029435589909554,10.70361042022705,0.6689756512641907,0.3310243487358093,8.165178591691018e-08,0.028463921619105513,2.772588722239781
lam1em2,正则族,45,2,8,16,256,0.6035600304603577,0.18094991147518158,0.45670461654663086,0.19283774495124817,-0.20265142619609833,3.706907033920288,-13.815510749816895,1.6927244663238525,1,1,1,0.0625,0.0625,15,8,8,35.80928898872068,0.06603406369686127,11.29243278503418,0.7057770490646362,0.29422295093536377,8.366186716399621e-08,0.03151567944808633,2.772588722239781
lam1em1,正则族,45,2,8,16,256,0.5383390784263611,0.15728077292442322,0.42156553268432617,0.20721113681793213,0.542680025100708,0.6210365295410156,-1.1272006034851074,1.3068575859069824,0,0,0,0.0,0.0,16,8,8,35.80928898872068,0.3751208782196045,10.902938842773438,0.6814336776733398,0.31856632232666016,0.023837448654512535,0.03882390747192249,2.772588722239781
scalar,对照,45,2,8,16,256,0.5085525512695312,0.1649245023727417,0.3854599595069885,0.23509855568408966,0.8559756278991699,0.0,0.8559756278991699,0.8559756278991699,0,0,0,0.0,0.0,16,8,8,35.80928898872068,0.0467689149081707,12.957148551940918,0.8098217844963074,0.19017821550369263,0.12940301954347605,0.024565571751025896,2.772588722239781
nobeta,对照,45,2,8,16,256,0.508552610874176,0.5945026278495789,0.5820135474205017,0.6100022792816162,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,14,8,8,35.80928898872068,0.005370595492422581,12.957148551940918,0.8098217844963074,0.19017821550369263,0.12940301954347605,0.024565561202749085,2.772588722239781
unbound,基准,45,2,8,32,256,0.5935797691345215,0.14255325496196747,0.43437659740448,0.16520026326179504,-0.9148719310760498,3.66986083984375,-13.815510749816895,1.6781773567199707,4,2,2,0.125,0.0625,30,8,8,26.29984940763416,0.000900454237125814,16.079317092895508,0.5024786591529846,0.4975213408470154,8.32112780814243e-08,0.02298976678755072,2.0794415416798357
box33,约束族,45,2,8,32,256,0.5953183174133301,0.13914118707180023,0.43539443612098694,0.1611439287662506,-0.1337277591228485,1.3575376272201538,-3.0,1.6783154010772705,2,0,0,0.0625,0.0,30,8,8,26.29984940763416,0.0008921942790038884,16.441408157348633,0.5137940049171448,0.4862059950828552,0.004161976269294824,0.022880241919743447,2.0794415416798357
box77,约束族,45,2,8,32,256,0.5936179161071777,0.14252744615077972,0.4343964159488678,0.16512587666511536,-0.48327910900115967,2.2096405029296875,-7.0,1.6781814098358154,4,2,0,0.125,0.0,30,8,8,26.29984940763416,0.0009002949809655547,16.088001251220703,0.502750039100647,0.497249960899353,7.588527329286047e-05,0.022987891303933326,2.0794415416798357
box33_lam1em2,约束族,45,2,8,32,256,0.5916382074356079,0.11058429628610611,0.4309057295322418,0.15532653033733368,0.17126524448394775,1.0500202178955078,-3.0,1.4992775917053223,2,0,0,0.0625,0.0,30,8,8,26.29984940763416,0.012102652341127396,18.60652732849121,0.5814539790153503,0.41854602098464966,0.005584984694200033,0.02419968578286026,2.0794415416798357
noridge,正则族,45,2,8,32,256,0.5962635278701782,0.14161095023155212,0.43562912940979004,0.160063698887825,-1.291594386100769,4.286546230316162,-13.815510749816895,1.7043061256408691,4,3,3,0.125,0.09375,29,8,8,26.29984940763416,0.00040629543946124613,15.648883819580078,0.48902761936187744,0.5109723806381226,8.417381720843713e-08,0.022841947455600645,2.0794415416798357
lam1em4,正则族,45,2,8,32,256,0.5959910750389099,0.14169612526893616,0.43546053767204285,0.1605912744998932,-1.275820016860962,4.280763149261475,-13.815510749816895,1.7016291618347168,4,3,3,0.125,0.09375,29,8,8,26.29984940763416,0.00044559023808687925,15.694774627685547,0.49046170711517334,0.5095382928848267,8.407384767308736e-08,0.022856858499703845,2.0794415416798357
lam1em2,正则族,45,2,8,32,256,0.590787947177887,0.11180301010608673,0.43103331327438354,0.15566174685955048,-0.1701662838459015,2.6412341594696045,-13.815510749816895,1.4987713098526,2,1,1,0.0625,0.03125,31,8,8,26.29984940763416,0.012032690457999706,18.46459197998047,0.5770184993743896,0.42298150062561035,1.1202588250010172e-07,0.024249460991486598,2.0794415416798357
lam1em1,正则族,45,2,8,32,256,0.5267450213432312,0.1046258732676506,0.4263819754123688,0.15880440175533295,0.2604190409183502,0.7992806434631348,-3.347360849380493,1.03541898727417,1,0,0,0.03125,0.0,32,8,8,26.29984940763416,0.14801424741744995,18.938753128051758,0.5918360352516174,0.40816396474838257,0.003247757047246331,0.032418755399864684,2.0794415416798357
scalar,对照,45,2,8,32,256,0.4865252673625946,0.09911223500967026,0.3649378716945648,0.13874907791614532,0.5713613033294678,0.0,0.5713613033294678,0.5713613033294678,0,0,0,0.0,0.0,32,8,8,26.29984940763416,0.03088393062353134,23.593109130859375,0.7372846603393555,0.26271533966064453,0.06644581076446822,0.022856565257608437,2.0794415416798357
nobeta,对照,45,2,8,32,256,0.48652517795562744,0.4142400920391083,0.4586012661457062,0.4309394657611847,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,30,8,8,26.29984940763416,0.000900454237125814,23.593103408813477,0.7372844815254211,0.26271551847457886,0.06644579196350339,0.0228565673672638,2.0794415416798357
unbound,基准,45,2,8,64,256,0.5171911716461182,0.10029254108667374,0.3743194043636322,0.1751178354024887,-0.439935564994812,1.211561918258667,-4.3727803230285645,1.0332046747207642,4,0,0,0.0625,0.0,64,8,8,17.146814473931336,3.1033052891871193e-06,24.98356819152832,0.39036825299263,0.60963174700737,0.0003281280386848811,0.03143106328114585,1.3862943611198906
box33,约束族,45,2,8,64,256,0.5172415971755981,0.0987372174859047,0.37339577078819275,0.1736074537038803,-0.31122303009033203,0.9120907187461853,-2.7905611991882324,1.0065494775772095,0,0,0,0.0,0.0,64,8,8,17.146814473931336,3.0843191325402586e-06,25.81419563293457,0.40334680676460266,0.5966531932353973,0.0015544708028429257,0.03129093997195871,1.3862943611198906
box77,约束族,45,2,8,64,256,0.5171917676925659,0.10026375204324722,0.37430205941200256,0.1750900000333786,-0.4355117976665497,1.1993712186813354,-4.304380893707275,1.032721757888794,4,0,0,0.0625,0.0,64,8,8,17.146814473931336,3.1035294796311064e-06,24.999267578125,0.3906135559082031,0.6093864440917969,0.0003503235158359023,0.03142854857195357,1.3862943611198906
box33_lam1em2,约束族,45,2,8,64,256,0.519534707069397,0.08443070948123932,0.3719554841518402,0.12245399504899979,-0.020176293328404427,0.5469666123390198,-2.168776035308838,0.8555144667625427,0,0,0,0.0,0.0,64,8,8,17.146814473931336,0.0002306434907950461,31.258892059326172,0.48842018842697144,0.5115798115730286,0.008199127987577636,0.030953053349766155,1.3862943611198906
noridge,正则族,45,2,8,64,256,0.5169450044631958,0.10207274556159973,0.37645137310028076,0.17904599010944366,-0.9654964208602905,3.0501418113708496,-13.815510749816895,1.0542577505111694,5,3,3,0.078125,0.046875,61,8,8,17.146814473931336,1.3710962321056286e-07,24.163541793823242,0.37755534052848816,0.6224446594715118,2.430901158627824e-08,0.03143406110141617,1.3862943611198906
lam1em4,正则族,45,2,8,64,256,0.5169676542282104,0.10192180424928665,0.3762381970882416,0.17808663845062256,-0.7847386002540588,2.3506646156311035,-11.462510108947754,1.052130937576294,5,3,0,0.078125,0.0,64,8,8,17.146814473931336,2.0618273310901714e-07,24.243648529052734,0.378807008266449,0.621192991733551,2.910387376087404e-07,0.031435170780136926,1.3862943611198906
lam1em2,正则族,45,2,8,64,256,0.5193912982940674,0.08568057417869568,0.3727045953273773,0.1253497451543808,-0.041043397039175034,0.5833078026771545,-2.4842844009399414,0.8741542100906372,0,0,0,0.0,0.0,64,8,8,17.146814473931336,0.00023071943724062294,30.782155990600586,0.48097118735313416,0.5190288126468658,0.0072886630857708235,0.031056101575610097,1.3862943611198906
lam1em1,正则族,45,2,8,64,256,0.5146282911300659,0.06434887647628784,0.36974087357521057,0.10118848085403442,0.1919146180152893,0.2578886151313782,-0.9695808291435242,0.6011835336685181,0,0,0,0.0,0.0,64,8,8,17.146814473931336,0.01152708474546671,38.342674255371094,0.5991042852401733,0.40089571475982666,0.026578404450698433,0.030186725258594695,1.3862943611198906
scalar,对照,45,2,8,64,256,0.4685523509979248,0.040017250925302505,0.3650365471839905,0.0813002958893776,0.2929573953151703,0.0,0.2929573953151703,0.2929573953151703,0,0,0,0.0,0.0,64,8,8,17.146814473931336,0.006616114638745785,43.66436767578125,0.682255744934082,0.31774425506591797,0.04034154048105499,0.024815122883873626,1.3862943611198906
nobeta,对照,45,2,8,64,256,0.46855252981185913,0.2407951056957245,0.37711676955223083,0.2652263939380646,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,64,8,8,17.146814473931336,3.1033052891871193e-06,43.66436004638672,0.6822556257247925,0.3177443742752075,0.040341533891899616,0.024815116554907538,1.3862943611198906
unbound,基准,45,2,16,8,256,0.5125582218170166,0.31214940547943115,0.4006446897983551,0.2787000834941864,-0.7755042314529419,5.286728382110596,-13.815510749816895,1.84964120388031,1,1,1,0.125,0.125,7,8,8,18.570407707775136,10.859594345092773,6.754746437072754,0.8443433046340942,0.15565669536590576,6.494151363470717e-08,0.33487775383811336,3.4657359027997265
box33,约束族,45,2,16,8,256,0.5122742652893066,0.31324586272239685,0.4006257653236389,0.2786116302013397,0.5758093595504761,1.5079814195632935,-3.0,1.8503409624099731,1,0,0,0.125,0.0,7,8,8,18.570407707775136,10.877836227416992,6.782443046569824,0.847805380821228,0.15219461917877197,0.003229506554445176,0.33410071805794134,3.4657359027997265
box77,约束族,45,2,16,8,256,0.5125610828399658,0.3121694326400757,0.4006449282169342,0.2786986231803894,0.0764232873916626,2.8919179439544678,-7.0,1.849653959274292,1,1,0,0.125,0.0,7,8,8,18.570407707775136,10.8599271774292,6.755549907684326,0.8444437384605408,0.15555626153945923,5.9217770613104374e-05,0.33488028632702393,3.4657359027997265
box33_lam1em2,约束族,45,2,16,8,256,0.5105498433113098,0.3085741102695465,0.39912983775138855,0.2691817879676819,0.5731839537620544,1.4992834329605103,-3.0,1.7733465433120728,1,0,0,0.125,0.0,7,8,8,18.570407707775136,10.897652626037598,6.78076171875,0.84759521484375,0.15240478515625,0.003224009804202695,0.33362811666585174,3.4657359027997265
noridge,正则族,45,2,16,8,256,0.5126094222068787,0.3125366270542145,0.400842547416687,0.2791670858860016,-0.7752646803855896,5.287102699279785,-13.815510749816895,1.859025478363037,1,1,1,0.125,0.125,7,8,8,18.570407707775136,10.859345436096191,6.754579544067383,0.8443224430084229,0.15567755699157715,6.486446073805384e-08,0.3349393127993253,3.4657359027997265
lam1em4,正则族,45,2,16,8,256,0.5126043558120728,0.3124975264072418,0.4008224606513977,0.2791200578212738,-0.7752879858016968,5.287065505981445,-13.815510749816895,1.8580777645111084,1,1,1,0.125,0.125,7,8,8,18.570407707775136,10.859349250793457,6.75460147857666,0.8443251848220825,0.15567481517791748,6.487202456144216e-08,0.3349330789804684,3.4657359027997265
lam1em2,正则族,45,2,16,8,256,0.5110187530517578,0.3090182840824127,0.3991515636444092,0.2696274518966675,-0.7781627178192139,5.283480167388916,-13.815510749816895,1.7728592157363892,1,1,1,0.125,0.125,7,8,8,18.570407707775136,10.879318237304688,6.752693176269531,0.8440866470336914,0.1559133529663086,6.476214503858138e-08,0.3344154528576506,3.4657359027997265
lam1em1,正则族,45,2,16,8,256,0.49522751569747925,0.2579737901687622,0.381476491689682,0.29192566871643066,0.6973280310630798,1.0063095092773438,-1.713119626045227,1.3611769676208496,0,0,0,0.0,0.0,8,8,8,18.570407707775136,11.536344528198242,6.748738765716553,0.8435923457145691,0.1564076542854309,0.009983406105635462,0.3222559021601472,3.4657359027997265
scalar,对照,45,2,16,8,256,0.5000028610229492,0.2496042251586914,0.38390952348709106,0.3223054111003876,1.2587376832962036,0.0,1.2587376832962036,1.2587376832962036,0,0,0,0.0,0.0,8,8,8,18.570407707775136,0.17839616537094116,7.096570014953613,0.8870712518692017,0.11292874813079834,0.12346849309813343,0.28312785270259483,3.4657359027997265
nobeta,对照,45,2,16,8,256,0.500002920627594,0.6982622742652893,0.6388380527496338,0.7074044346809387,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,7,8,8,18.570407707775136,10.859594345092773,7.096570014953613,0.8870712518692017,0.11292874813079834,0.12346846538913277,0.2831278770534498,3.4657359027997265
unbound,基准,45,2,16,16,256,0.5324753522872925,0.23004667460918427,0.425910085439682,0.1465274542570114,-2.7335352897644043,6.666146278381348,-13.815510749816895,2.6743860244750977,4,4,4,0.25,0.25,12,16,16,185.09035019409689,0.7250000834465027,9.239664077758789,0.5774790048599243,0.4225209951400757,5.189329487891201e-08,0.17259689935690736,2.772588722239781
box33,约束族,45,2,16,16,256,0.5323840379714966,0.23010985553264618,0.4259524941444397,0.1463918387889862,-0.03464926779270172,1.9749646186828613,-3.0,2.6716017723083496,4,0,0,0.25,0.0,12,16,16,185.09035019409689,0.7312596440315247,9.440430641174316,0.5900269150733948,0.4099730849266052,0.0025911438291137383,0.17284910116120825,2.772588722239781
box77,约束族,45,2,16,16,256,0.5324718356132507,0.23006072640419006,0.42591458559036255,0.1465502679347992,-1.0297529697418213,3.6667585372924805,-7.0,2.674335241317749,4,4,0,0.25,0.0,12,16,16,185.09035019409689,0.7251135110855103,9.246127128601074,0.5778829455375671,0.42211705446243286,4.732306995659559e-05,0.17261064541450394,2.772588722239781
box33_lam1em2,约束族,45,2,16,16,256,0.48712852597236633,0.2300107628107071,0.4047100245952606,0.16465048491954803,0.5123649835586548,1.2762385606765747,-3.0,2.327756881713867,1,0,0,0.0625,0.0,15,16,16,185.09035019409689,0.9817761182785034,11.586004257202148,0.7241252660751343,0.2758747339248657,0.0035672367676772877,0.12355827110875685,2.772588722239781
noridge,正则族,45,2,16,16,256,0.5317965149879456,0.2274474948644638,0.4272668957710266,0.14462138712406158,-2.746288776397705,6.661933898925781,-13.815510749816895,2.716357946395874,4,4,4,0.25,0.25,12,16,16,185.09035019409689,0.7141251564025879,9.102299690246582,0.5688937306404114,0.4311062693595886,5.0015213963296934e-08,0.1765839257084277,2.772588722239781
lam1em4,正则族,45,2,16,16,256,0.5320460796356201,0.22771915793418884,0.42716649174690247,0.1445552557706833,-2.745093822479248,6.662367343902588,-13.815510749816895,2.712322473526001,4,4,4,0.25,0.25,12,16,16,185.09035019409689,0.7148423194885254,9.116043090820312,0.5697526931762695,0.43024730682373047,5.019248945495435e-08,0.17627884602269014,2.772588722239781
lam1em2,正则族,45,2,16,16,256,0.487922340631485,0.2320624440908432,0.4053240418434143,0.16430506110191345,-0.16407887637615204,3.742640733718872,-13.815510749816895,2.327911853790283,1,1,1,0.0625,0.0625,15,16,16,185.09035019409689,0.9797918200492859,11.535888671875,0.7209930419921875,0.2790069580078125,7.163838641903867e-08,0.12384791235248158,2.772588722239781
lam1em1,正则族,45,2,16,16,256,0.45390745997428894,0.1746106594800949,0.37901604175567627,0.1386440247297287,0.7324631810188293,0.5362266898155212,-0.25707489252090454,1.5384119749069214,0,0,0,0.0,0.0,16,16,16,185.09035019409689,2.5506210327148438,13.054797172546387,0.8159248232841492,0.18407517671585083,0.06391469045626975,0.10093183416481324,2.772588722239781
scalar,对照,45,2,16,16,256,0.5206350088119507,0.19275826215744019,0.40321117639541626,0.2064870148897171,0.8844037055969238,0.0,0.8844037055969238,0.8844037055969238,0,0,0,0.0,0.0,16,16,16,185.09035019409689,0.06223120540380478,13.26823902130127,0.8292649388313293,0.17073506116867065,0.10272349642972269,0.08923094399496355,2.772588722239781
nobeta,对照,45,2,16,16,256,0.5206352472305298,0.5519051551818848,0.5582945942878723,0.5842838287353516,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,12,16,16,185.09035019409689,0.7250000834465027,13.26823902130127,0.8292649388313293,0.17073506116867065,0.10272349642972269,0.08923088920554,2.772588722239781
unbound,基准,45,2,16,32,256,0.4964752197265625,0.12101936340332031,0.37545785307884216,0.10674935579299927,-1.3467637300491333,4.860544204711914,-13.815510749816895,1.8320482969284058,4,4,4,0.125,0.125,28,16,16,51.98499866701893,0.06961805373430252,18.122190475463867,0.5663184523582458,0.43368154764175415,3.179730440330574e-08,0.055501016404672594,2.0794415416798357
box33,约束族,45,2,16,32,256,0.4905686378479004,0.12081404030323029,0.3801274001598358,0.10542676597833633,0.006274010986089706,1.4224402904510498,-3.0,1.8279657363891602,4,0,0,0.125,0.0,28,16,16,51.98499866701893,0.07079464942216873,18.437801361083984,0.5761812925338745,0.4238187074661255,0.001585226920039743,0.05535210483918539,2.0794415416798357
box77,约束族,45,2,16,32,256,0.49639084935188293,0.12101525813341141,0.375544011592865,0.10672520846128464,-0.49480006098747253,2.6341440677642822,-7.0,1.8319746255874634,4,4,0,0.125,0.0,28,16,16,51.98499866701893,0.06963946670293808,18.131715774536133,0.5666161179542542,0.43338388204574585,2.8996119486241713e-05,0.055499719721648653,2.0794415416798357
box33_lam1em2,约束族,45,2,16,32,256,0.49734267592430115,0.08946479111909866,0.3800008296966553,0.09096480160951614,0.18007749319076538,1.2136582136154175,-3.0,1.631390929222107,2,0,0,0.0625,0.0,30,16,16,51.98499866701893,0.11307061463594437,19.835044860839844,0.6198451519012451,0.3801548480987549,0.0015893274638861938,0.05298428249717909,2.0794415416798357
noridge,正则族,45,2,16,32,256,0.49945685267448425,0.12879709899425507,0.3729710280895233,0.10385491698980331,-1.3927778005599976,4.860869884490967,-13.815510749816895,1.8611576557159424,4,4,4,0.125,0.125,28,16,16,51.98499866701893,0.06449980288743973,17.837705612182617,0.5574283003807068,0.4425716996192932,3.181574425711898e-08,0.05607463731835552,2.0794415416798357
lam1em4,正则族,45,2,16,32,256,0.49911558628082275,0.12798216938972473,0.3732563853263855,0.1041610985994339,-1.3870112895965576,4.8606133460998535,-13.815510749816895,1.8581712245941162,4,4,4,0.125,0.125,28,16,16,51.98499866701893,0.06501714140176773,17.86878776550293,0.5583996176719666,0.44160038232803345,3.181376916298425e-08,0.05601190342839412,2.0794415416798357
lam1em2,正则族,45,2,16,32,256,0.49591487646102905,0.08819205313920975,0.38034144043922424,0.09071744233369827,-0.4963788688182831,3.6036055088043213,-13.815510749816895,1.6328356266021729,2,2,2,0.0625,0.0625,30,16,16,51.98499866701893,0.11224106699228287,19.70921516418457,0.6159129738807678,0.3840870261192322,3.1946231744083806e-08,0.05316250031655025,2.0794415416798357
lam1em1,正则族,45,2,16,32,256,0.4353289008140564,0.07322529703378677,0.3326564431190491,0.09396974742412567,0.4717842936515808,0.4408729374408722,-0.6714839339256287,1.121522307395935,0,0,0,0.0,0.0,32,16,16,51.98499866701893,0.4502324163913727,22.62954330444336,0.707173228263855,0.292826771736145,0.038613492301701066,0.03767300978026967,2.0794415416798357
scalar,对照,45,2,16,32,256,0.385360985994339,0.11023856699466705,0.30211979150772095,0.12442650645971298,0.5704144835472107,6.055837786789198e-08,0.5704144239425659,0.5704144239425659,0,0,0,0.0,0.0,32,16,16,51.98499866701893,0.025529969483613968,24.29071044921875,0.7590847015380859,0.24091529846191406,0.06570192988548973,0.035509469803958624,2.0794415416798357
nobeta,对照,45,2,16,32,256,0.3853604197502136,0.4115118682384491,0.4226363003253937,0.4267731010913849,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,28,16,16,51.98499866701893,0.06961805373430252,24.29071617126465,0.7590848803520203,0.24091511964797974,0.06570194243437458,0.035509451540817444,2.0794415416798357
unbound,基准,45,2,16,64,256,0.41192376613616943,0.07425443083047867,0.30438491702079773,0.0514715239405632,-0.017704784870147705,0.8634740710258484,-4.528748512268066,1.2036844491958618,1,0,0,0.015625,0.0,64,16,16,27.266338178719888,0.00035366477095521986,35.25844192504883,0.5509131550788879,0.44908684492111206,0.00046033971415440536,0.03997280192137169,1.3862943611198906
box33,约束族,45,2,16,64,256,0.411510705947876,0.07220995426177979,0.3052593171596527,0.050405099987983704,0.028496310114860535,0.7078787684440613,-2.825666904449463,1.1887720823287964,0,0,0,0.0,0.0,64,16,16,27.266338178719888,0.0003420043794903904,35.72026443481445,0.5581291317939758,0.44187086820602417,0.00253851550266707,0.03969329976486004,1.3862943611198906
box77,约束族,45,2,16,64,256,0.4119165539741516,0.07423679530620575,0.3044000566005707,0.051437243819236755,-0.016083456575870514,0.8563857674598694,-4.449673652648926,1.2034140825271606,1,0,0,0.015625,0.0,64,16,16,27.266338178719888,0.00035344177740626037,35.26714324951172,0.5510491132736206,0.4489508867263794,0.000498257745492965,0.0399676151892759,1.3862943611198906
